#,Company_Name,Aktenzeichen,Date_Incorporation,CMP_Status,Amtsgericht,Street,Postcode,City,Industry,WZ2008,Startup_Website,LinkedIn_URL,Crunchbase_URL,Northdata_URL,Comment,Founding_Team_Size
131,foodroots GmbH,HRB 222815,2021-12-15,A,Hannover,Heidewinkel 5,D-30659,Hannover,Landwirtschaft,62,,,,,,0
132,GJIN GmbH,HRB 271749,2021-12-15,A,München,Starnberger Straße 10,D-82346,Andechs,Dienstleistung,62,https://www.gjin.de/,,,,,0
133,HBOX Therapies GmbH,HRB 25372,2021-12-15,A,Aachen,Kuhlweg 42,D-52074,Aachen,Medizin,26,https://www.hbox-therapies.com/,https://www.linkedin.com/company/hbox-therapies/,,,,0
134,Hexflow GmbH,HRB 15368 FL,2021-12-15,A,Flensburg,Gewerbegebiet Wiehekrug 2,D-24969,Großenwiehe,Logistik,62,http://hexflow.de/,,,,,0
135,MakeStoryboard UG (haftungsbeschränkt),HRB 271734,2021-12-15,A,München,Heinrich-Lübke-Straße 16,D-81737,München,Medien,62,https://makestoryboard.com/,,,,,0
136,MoneyWalk UG (haftungsbeschränkt),HRB 236711 B,2021-12-15,A,Charlottenburg (Berlin),Am Biberbau 15,D-13465,Berlin,Sport,62,,,,,,0
137,OpenQ UG (haftungsbeschränkt),HRB 236736 B,2021-12-15,A,Charlottenburg (Berlin),"c/o Factory Berlin Mitte, Rheinsberger Straße 76/77",D-10115,Berlin,Personal,62,https://openq.dev/,https://www.linkedin.com/company/openqdev,,,,0
138,Proton Camera Innovations GmbH,HRB 222818,2021-12-15,A,Hannover,Fockestraße 15,D-30827,Garbsen,Hardware,26,,,,,,0
139,real-cis GmbH,HRB 12997,2021-12-15,A,Landshut,Rheinstraße 5,D-63225,Langen (Hessen),Bauwesen,62,http://www.real-cis.com/,https://www.linkedin.com/company/real-cis-gmbh,,,,0
140,retailmediatools GmbH,HRB 236773 B,2021-12-15,A,Charlottenburg (Berlin),"c/o Magnus Aufschild, Saarbrücker Straße 35",D-10405,Berlin,Werbung,62,https://www.retailmediatools.com/,https://www.linkedin.com/company/retailmediatools/,,,,0
141,SafeGate GmbH,HRB 742305,2021-12-15,A,Mannheim,Ohrsbergweg 1 und 2,D-69412,Eberbach,Medizin,27,https://safegate.de/,,,,,0
142,SAIZ GmbH,HRB 236707 B,2021-12-15,A,Charlottenburg (Berlin),"c/o Svenja Tegtmeier, Nostitzstraße 23",D-10961,Berlin,eCommerce,62,https://saiz.io/,https://www.linkedin.com/company/saiz-solutions/,,,,0
143,SmartPetPro GmbH,HRB 271737,2021-12-15,A,München,Filzen 7,D-85625,Glonn,eCommerce,10,http://smartpetpro.de/,,,,,0
144,Together Living UG (haftungsbeschränkt),HRB 33569,2021-12-15,A,Dortmund,Ostenbergstraße 26,D-44225,Dortmund,Immobilien,62,http://together-living.de/,https://www.linkedin.com/company/together-living/,,,,0
145,WhalesDontFly H&F GmbH,HRB 236710 B,2021-12-15,A,Charlottenburg (Berlin),Prenzlauer Allee 203,D-10405,Berlin,Gaming,62,http://whalesdontfly.de/,,,,,0
146,Yaloya GmbH,HRB 108671,2021-12-15,A,Köln,"c/o Lago Ventures GmbH, Tunisstraße 19-23",D-50667,Köln,Personal,62,https://yaloya.club/,https://www.linkedin.com/company/yaloya-club/,,,,0
147,YOLLA Food & Tech GmbH,HRB 236658 B,2021-12-15,A,Charlottenburg (Berlin),"c/o El Haj, Bärbel-Bohley-Ring 8",D-13355,Berlin,Lebensmittel,47,,,,,,0
148,ZenOps Technologies UG (haftungsbeschränkt),HRB 236794 B,2021-12-15,A,Charlottenburg (Berlin),"c/o Benjamin Kaleja, Zwiestädter Straße 8",D-12055,Berlin,Software,62,,,,,,0
149,AddInno GmbH,HRB 19642,2021-12-14,A,Memmingen,Sonnenstraße 1,D-86825,Bad Wörishofen,Software,62,http://addinno.com/,,,,,0
150,airrange software GmbH,HRB 271683,2021-12-14,A,München,Sperberweg 7,D-82152,Krailling,Software,62,https://www.airrange.io/,https://www.linkedin.com/company/airrange/,,,,0
151,Aviasonic GmbH,HRB 172648,2021-12-14,A,Hamburg,"Flughafenstraße 52 a, Airport Center (Haus C)",D-22335,Hamburg,Mobilität,27,https://aviasonic.com/,,,,,0
152,BestCarAuction UG (haftungsbeschränkt),HRB 725558,2021-12-14,A,Freiburg,Am Helgenacker 15,D-79294,Sölden,Mobilität,62,https://bestcarauction.de/,,,,,0
153,Prosmartec GmbH,HRB 39869,2021-12-14,A,Nürnberg,Kleestraße 21-23,D-90461,Nürnberg,Lebensmittel,62,https://prosmartec.de/,,,,,0
154,SchLuck GmbH,HRB 95805,2021-12-14,A,Düsseldorf,Marc-Chagall-Straße 96,D-40477,Düsseldorf,Lebensmittel,11,,,,,,0
155,use2go Digital GmbH,HRB 18852,2021-12-14,A,Krefeld,Langenfelsweg 26,D-47877,Willich,Werbung,62,https://www.use2go.com/,https://www.linkedin.com/company/use2go,,,,0
156,Vivity Home GmbH,HRB 236523 B,2021-12-14,A,Charlottenburg (Berlin),Kurfürstenstraße 56,D-10785,Berlin,Immobilien,62,http://vivity-home.com/,,,,,0
157,Happy Business GmbH,HRB 782350,2021-12-13,A,Stuttgart,Heilbronner Straße 47,D-74211,Leingarten,Medien,63,https://happypainting.club/,,,,,0
158,Hydroplace GmbH,HRB 95786,2021-12-13,A,Düsseldorf,Speditionstraße 15 a,D-40221,Düsseldorf,Energie,62,https://www.hydroplace.de/,https://www.linkedin.com/company/hydroplace,,,,0
159,Inquis Intelligence UG (haftungsbeschränkt),HRB 95792,2021-12-13,A,Düsseldorf,Berliner Allee 59,D-40212,Düsseldorf,Finanzbereich,62,https://inquis-intelligence.de/,,,,,0
160,Luminissimo Design GmbH,HRB 519000,2021-12-13,A,Jena,Kempers Kamp 5,D-33104,Paderborn,Hardware,31,,,,,,0
161,MEVAtec GmbH,HRB 743363,2021-12-13,A,Ulm,Reutlinger Straße 27,D-72501,Gammertingen,Medizin,63,,,,,,0
162,Rent and Play UG (haftungsbeschränkt),HRB 209651,2021-12-13,A,Braunschweig,Klatschmohnweg 3,D-38461,Danndorf,Gaming,77,https://rentandplay.de/,,,,,0
163,S.K. Ink UG (haftungsbeschränkt),HRB 23785 KI,2021-12-13,A,Kiel,Dorfstraße 72,D-24220,Boksee,eCommerce,21,,,,,,0
164,The Future Living INT GmbH,HRB 19025 FF,2021-12-13,A,Frankfurt/Oder,Unter den Birken 11,D-15537,Erkner,Umwelttechnologie,62,https://thefutureliving.com/,https://www.linkedin.com/company/the-future-living/,,,,0
165,BioMedicalTechnology GmbH,HRB 271614,2021-12-11,A,München,Hindenburgstraße 34 a,D-82343,Pöcking,Medizin,27,https://www.biomedicaltechnology.org/,,,,,0
166,CERTAIN GmbH,HRB 216967,2021-12-11,A,Osnabrück,Jahnstraße 20,D-48529,Nordhorn,Industrie,62,,,,,,0
167,eyes.games UG (haftungsbeschränkt),HRB 30475,2021-12-11,A,Traunstein,Rosenheimer Straße 14,D-83043,Bad Aibling,Gaming,62,,,,,,0
168,Allwebuy Digital GmbH,HRB 20583,2021-12-10,A,Moenchengladbach,Heiligenpesch 18 b,D-41069,Mönchengladbach,eCommerce,63,http://allwebuy.de/,,,,,0
169,Daato Technologies UG (haftungsbeschränkt),HRB 236555 B,2021-12-10,A,Charlottenburg (Berlin),"c/o Satya Kamal Raparthi, Gartenstraße 102",D-10115,Berlin,Umwelttechnologie,62,,,,,,0
170,Frootec UG (haftungsbeschränkt),HRB 271588,2021-12-10,A,München,Wörthstraße 11,D-81667,München,Lebensmittel,27,,,,,,0
171,GreenDentin GmbH,HRB 39851,2021-12-10,A,Nürnberg,Kobergerstraße 41,D-90408,Nürnberg,Medizin,32,https://greendentin.de/,,,,,0
172,signature technologies UG (haftungsbeschränkt),HRB 95774,2021-12-10,A,Düsseldorf,Breite Straße 22,D-40213,Düsseldorf,Bildung,62,https://signatureapp.io/,,,,,0
173,Unping GmbH,HRB 33559,2021-12-10,A,Dortmund,Am Talenberg 14,D-44227,Dortmund,Software,62,https://unping.com/,https://www.linkedin.com/company/unping/,,,,0
174,Wynn Petfood GmbH,HRB 222781,2021-12-10,A,Hannover,Höfestraße 1,D-30926,Seelze,eCommerce,10,,,,,,0
175,Yangol GmbH,HRB 236533 B,2021-12-10,A,Charlottenburg (Berlin),Stresemannstraße 23,D-10963,Berlin,Personal,62,https://yangol.io/,https://www.linkedin.com/company/yangol-io/,,,,0
176,Charlie Production GmbH,HRB 102798,2021-12-09,A,Darmstadt,Lavendelweg 13 B,D-65451,Kelsterbach,eCommerce,32,,,,,,0
177,DeFining Capital GmbH,HRB 172574,2021-12-09,A,Hamburg,Frohbösestraße 12,D-22525,Hamburg,Finanzbereich,62,,,,,,0
178,Dream Squircle GmbH,HRB 33011,2021-12-09,A,Essen,Hinseler Hof 99,D-45277,Essen,Gaming,62,,,,,,0
179,Finanz-Werkzeuge GmbH,HRB 36884,2021-12-09,A,Augsburg,Marquardtstraße 7,D-86316,Friedberg,Finanzbereich,62,https://www.finanz-werkzeuge.de/,,,,,0
180,Kay Organics GmbH,HRB 236422 B,2021-12-09,A,Charlottenburg (Berlin),"c/o Moritz Laube, Eberhard-Roters-Platz 14",D-10965,Berlin,eCommerce,21,https://kay-organics.de/,,,,,0
181,Kunst21 GmbH,HRB 42221,2021-12-09,A,Dresden,Ferdinand-Avenarius-Straße 3,D-01277,Dresden,Finanzbereich,62,https://www.kunst21.com/,https://www.linkedin.com/company/kunst21com/,,,,0
182,MatchU UG (haftungsbeschränkt),HRB 15529,2021-12-09,A,Paderborn,Technologiepark 6,D-33100,Paderborn,Personal,62,https://match-u.de/,https://www.linkedin.com/company/matchu/,,,,0
183,NEXTBASIN UG (haftungsbeschränkt),HRB 782311,2021-12-09,A,Stuttgart,Fockenberg 1,D-73635,Rudersberg,Hardware,27,https://www.nextbasin.com/,https://www.linkedin.com/company/nextbasin/,,,,0
184,schnaq GmbH,HRB 95753,2021-12-09,A,Düsseldorf,Speditionstraße 15 A,D-40221,Düsseldorf,Personal,62,https://schnaq.com/,https://www.linkedin.com/company/schnaq/,,,,0
185,Snacklust GmbH,HRB 32348,2021-12-09,A,Wuppertal,Gosenburg 17,D-42289,Wuppertal,Lebensmittel,10,https://snacklust.de/,https://www.linkedin.com/company/snacklust/,,,,0
186,Tandedoc GmbH,HRB 16759,2021-12-09,A,Gelsenkirchen,Urbanusring 11,D-46286,Dorsten,Medizin,32,http://tandedoc.de/,,,,,0
187,Tierwohl-KI UG (haftungsbeschränkt),HRB 782296,2021-12-09,A,Stuttgart,Gutenbergstraße 48,D-70176,Stuttgart,Landwirtschaft,62,,,,,,0
188,Triviar Education GmbH,HRB 172561,2021-12-09,A,Hamburg,Am Sandtorkai 72,D-20457,Hamburg,Bildung,63,https://triviar.de/,https://www.linkedin.com/company/triviar-de/,,,,0
189,wrelax GmbH,HRB 95752,2021-12-09,A,Düsseldorf,Kronprinzstraße 47-49,D-40764,Langenfeld,Medizin,62,https://www.wrelax.de/,,,,,0
190,Xpect AG,HRB 107989,2021-12-09,A,Saarbrücken,Halbergstraße 4,D-66121,Saarbrücken,Software,62,,,,,,0
191,Alephnet GmbH,HRB 95724,2021-12-08,A,Düsseldorf,Harffstraße 110a,D-40591,Düsseldorf,Software,63,https://www.alephnet.ai/,https://www.linkedin.com/company/alephnet/,,,,0
192,Cooleben Technology GmbH,HRB 125642,2021-12-08,A,Frankfurt am Main,Friedrich-Karl-Klausing-Straße 46,D-60438,Frankfurt am Main,Software,62,,,,,,0
193,evalio GmbH,HRB 236414 B,2021-12-08,A,Charlottenburg (Berlin),Chausseestraße 37,D-10115,Berlin,Software,62,http://evalio.de/,,,,,0
194,HOKEY POKEY GmbH,HRB 236477 B,2021-12-08,A,Charlottenburg (Berlin),Berliner Straße 49,D-13189,Berlin,Lebensmittel,10,https://hokey-pokey.de/,,,,,0
195,howRyou GmbH,HRB 15341 FL,2021-12-08,A,Flensburg,Heideland 1,D-24976,Handewitt,Medizin,62,http://howryou.de/,https://www.linkedin.com/company/howryou-gmbh/,,,,0
196,Hyperion Realms GmbH,HRB 236425 B,2021-12-08,A,Charlottenburg (Berlin),"c/o Dashiel Nemeth, Rheinsberger Straße 6",D-10115,Berlin,Gaming,62,https://hyperionrealms.com/,https://www.linkedin.com/company/hyperion-realms,,,,0
197,MONITOR Plus GmbH,HRB 725506,2021-12-08,A,Freiburg,Turmstraße 7 A,D-78467,Konstanz,Industrie,26,https://monitor-plus.net/,,,,,0
198,Rhenso GmbH,HRB 125651,2021-12-08,A,Frankfurt am Main,Wilhelm-Leuschner-Straße 41,D-60329,Frankfurt am Main,Software,62,http://rhenso.de/,,,,,0
199,uSinus ECG Diagnostics GmbH,HRB 13652 NP,2021-12-08,A,Neuruppin,An den Dossewiesen 3,D-16909,Wittstock/Dosse,Medizin,62,,,,,,0
200,Vitamin P Software GmbH,HRB 10603,2021-12-08,A,Bamberg,Kronacher Straße 41,D-96052,Bamberg,Medizin,62,https://digaconnector.de/,,,,,0
201,AGT Roboplant GmbH,HRB 125628,2021-12-07,A,Frankfurt am Main,Schmidtstraße 12,D-60326,Frankfurt am Main,Landwirtschaft,28,,,,,,0
202,Artsfair UG (haftungsbeschränkt),HRB 236299 B,2021-12-07,A,Charlottenburg (Berlin),Simplonstraße 44,D-10245,Berlin,eCommerce,62,http://artsfair.de/,,,,,0
203,awork GmbH,HRB 172488,2021-12-07,A,Hamburg,Colonnaden 41,D-20354,Hamburg,Personal,62,https://www.awork.io/,https://www.linkedin.com/company/awork-io/,,,,0
204,been together UG (haftungsbeschränkt),HRB 42203,2021-12-07,A,Dresden,Freiberger Straße 69,D-01159,Dresden,Software,62,,,,,,0
205,Clouts GmbH,HRB 16747,2021-12-07,A,Gelsenkirchen,Borkener Straße 54,D-46284,Dorsten,Medien,62,https://clouts.app/,https://www.linkedin.com/company/clouts-gmbh/,,,,0
206,deep choice UG (haftungsbeschränkt),HRB 236377 B,2021-12-07,A,Charlottenburg (Berlin),Mühlenstraße 8 A,D-14167,Berlin,Software,62,,,,,,0
207,dogs smile GmbH,HRB 172518,2021-12-07,A,Hamburg,Eppendorfer Weg 213 (im Ambient Loft),D-20253,Hamburg,eCommerce,32,,,,,,0
208,FOGSTER Technologies GmbH,HRB 14124,2021-12-07,A,Arnsberg,Adlerstraße 4-8,D-58708,Menden,Medizin,27,http://fogster-technologies.com/,,,,,0
209,Friendly Finance GmbH,HRB 37464 HB,2021-12-07,A,Bremen,Insterburger Straße 5,D-28207,Bremen,Finanzbereich,66,,,,,,0
210,Greentech GmbH,HRB 15612,2021-12-07,A,Rostock,Hospitalstraße 6,D-18057,Rostock,eCommerce,62,,,,,,0
211,Passionario UG (haftungsbeschränkt),HRB 10452,2021-12-07,A,Ingolstadt,Im Schnabl 14,D-85055,Ingolstadt,Dienstleistung,62,https://passionario.de/,,,,,0
212,poolinq GmbH,HRB 271511,2021-12-07,A,München,Ingolstädter Straße 12,D-80807,München,Lebensmittel,62,https://www.poolinq.com/,https://www.linkedin.com/company/poolinq/,,,,0
213,Quantum Enlightenment Technologies AG,HRB 95712,2021-12-07,A,Düsseldorf,Friedenstraße 51,D-40129,Düsseldorf,Software,62,,,,,,0
214,Safari Erfrischungsgetränke GmbH,HRB 782250,2021-12-07,A,Stuttgart,Ruffweg 13,D-70619,Stuttgart,Lebensmittel,11,,,,,,0
215,Tessitura GmbH,HRB 20575,2021-12-07,A,Moenchengladbach,Krefelder Straße 658,D-41066,Mönchengladbach,Industrie,62,http://www.tessitura.io/,https://www.linkedin.com/company/tessitura-gmbh/,,,,0
216,Thesy GmbH,HRB 172490,2021-12-07,A,Hamburg,Georgplatz 10,D-20099,Hamburg,Bildung,62,https://www.thesy.de/,,,,,0
217,WoodenValley UG (haftungsbeschränkt),HRB 782249,2021-12-07,A,Stuttgart,Lautenschlagerstraße 16,D-70173,Stuttgart,Bauwesen,32,https://www.woodenvalley.de/,,,,,0
218,ZenKoPA GmbH,HRB 39620,2021-12-07,A,Leipzig,Jaspisstraße 54,D-04319,Leipzig,Medizin,62,https://zenkopa.org/,,,,,0
219,Alicante Vice GmbH,HRB 236210 B,2021-12-06,A,Charlottenburg (Berlin),Pfuelstraße 5,D-10997,Berlin,eCommerce,14,http://alicante-vice.com/,,,,,0
220,Baba Nails UG (haftungsbeschränkt),HRB 236281 B,2021-12-06,A,Charlottenburg (Berlin),"c/o Nadine Echereozo, Landhausstraße 42",D-10717,Berlin,eCommerce,32,,,,,,0
221,BlockBrix GmbH,HRB 236292 B,2021-12-06,A,Charlottenburg (Berlin),"c/o Michael Stephan, Grimmstraße 16f",D-10967,Berlin,Immobilien,62,,,,,,0
222,DigiVET UG (haftungsbeschränkt),HRB 209895,2021-12-06,A,Walsrode,Bergedorfer Straße 13,D-27726,Worpswede,Medizin,62,,,,,,0
223,Horizon Microtechnologies GmbH,HRB 742180,2021-12-06,A,Mannheim,Haid-und-Neu-Straße 7,D-76131,Karlsruhe,Industrie,26,https://www.3dmicrofabrication.com/,,,,,0
224,Logistikbude GmbH,HRB 33534,2021-12-06,A,Dortmund,Joseph-von-Fraunhofer-Straße 2-4,D-44227,Dortmund,Logistik,62,https://www.logistikbude.com/,https://www.linkedin.com/company/dielogistikbude/,,,,0
225,NG Guard Technology GmbH,HRB 172469,2021-12-06,A,Hamburg,Poggenkamp 20,D-22399,Hamburg,Software,62,,,,,,0
226,TraumImmo.de GmbH,HRB 108526,2021-12-06,A,Köln,Mühlenweg 25a,D-51503,Rösrath,Immobilien,63,https://www.traumimmo.de/,,,,,0
227,Velve UG (haftungsbeschränkt),HRB 236329 B,2021-12-06,A,Charlottenburg (Berlin),"c/o Lilia Vogelsang, Glasower Straße 32",D-12051,Berlin,eCommerce,21,https://www.velveintim.de/,,,,,0
228,VetVisit GmbH,HRB 236291 B,2021-12-06,A,Charlottenburg (Berlin),Stresemannstraße 23,D-10963,Berlin,Medizin,62,http://vetvisit.de/,,,,,0
229,Yoholida GmbH,HRB 172447,2021-12-06,A,Hamburg,"Raboisen 38, ABC Business Center",D-20095,Hamburg,Tourismus,79,https://yoholida.de/,,,,,0
230,in.think GmbH,HRB 7137,2021-12-04,A,Amberg,Heideweg 28,D-92439,Bodenwöhr,Software,62,http://www.inthink.eu/,,,,,0
231,Neutron Star Systems DE UG (haftungsbeschränkt),HRB 16447,2021-12-04,A,Aschaffenburg,Auf dem Berg 12,D-63808,Haibach,Mobilität,30,https://www.neutronstar.systems/,https://www.linkedin.com/company/neutronstar-systems/,,,,0
232,sThesis GmbH,HRB 271470,2021-12-04,A,München,Gautinger Straße 27 f,D-82234,Weßling,Medizin,26,,,,,,0
233,tornero GmbH,HRB 271473,2021-12-04,A,München,Erlenstraße 1,D-82166,Gräfelfing,Umwelttechnologie,32,,,,,,0
234,ansero UG (haftungsbeschränkt),HRB 30442,2021-12-03,A,Traunstein,Bahnhofstraße 25,D-83022,Rosenheim,Rechtsberatung,62,https://ansero.de/,,,,,0
235,Coinformation GmbH,HRB 95690,2021-12-03,A,Düsseldorf,"c/o WorkRepublic, Speditionstraße 1",D-40221,Düsseldorf,Blockchain / Crypto,62,https://coinformation.ai/,,,,,0
236,C.O. Innovations GmbH,HRB 19251,2021-12-03,A,Fürth,Europaallee 1,D-90763,Fürth,eCommerce,32,,,,,,0
237,Diatope GmbH,HRB 743284,2021-12-03,A,Ulm,Buchenweg 23,D-88444,Ummendorf,Industrie,26,https://diatope.com/,,,,,0
238,Indigoblue UG (haftungsbeschränkt),HRB 172414,2021-12-03,A,Hamburg,Eimsbütteler Chaussee 41,D-20259,Hamburg,Gaming,62,,,,,,0
239,Optoquant GmbH,HRB 67881,2021-12-03,A,Ludwigshafen a.Rhein (Ludwigshafen),Nachtweide 38,D-67433,Neustadt an der Weinstraße,Industrie,26,,,,,,0
240,Paul Solutions GmbH,HRB 108511,2021-12-03,A,Köln,Weinsbergstraße 190,D-50825,Köln,Medizin,62,https://www.paul-solutions.de/,,,,,0
241,Sunnify Technologies UG (haftungsbeschränkt),HRB 36075 P,2021-12-03,A,Potsdam,Potsdamer Straße 18 A,D-14513,Teltow,Energie,27,,,,,,0
242,taus&sassa GmbH,HRB 95681,2021-12-03,A,Düsseldorf,Erkrather Straße 401,D-40231,Düsseldorf,Dienstleistung,78,https://www.tausandsassa.com/,https://www.linkedin.com/company/tausandsassa/,,,,0
243,bitahoy GmbH,HRB 107963,2021-12-02,A,Saarbrücken,Halbergstraße 4,D-66121,Saarbrücken,Software,62,https://bitahoy.com/,https://www.linkedin.com/company/bitahoy/,,,,0
244,Chili Mafia GmbH,HRB 45791,2021-12-02,A,Wittlich,Peter-Scholzen-Straße 88,D-54296,Trier,Lebensmittel,10,https://chilimafia.com/,,,,,0
245,eplating UG (haftungsbeschränkt),HRB 725477,2021-12-02,A,Freiburg,Berneckstraße 19,D-78054,Villingen-Schwenningen,Industrie,62,http://eplating.de/,,,,,0
246,LABMaiTE GmbH,HRB 725466,2021-12-02,A,Freiburg,Türkheimer Straße 4 A,D-79110,Freiburg im Breisgau,Medizin,62,https://labmaite.com/,https://www.linkedin.com/company/labmaite/,,,,0
247,Luminous Label GmbH,HRB 172376,2021-12-02,A,Hamburg,Nobistor 10,D-22767,Hamburg,Lebensmittel,11,https://luminous-label.com/,,,,,0
248,PISM-Medical GmbH,HRB 121935,2021-12-02,A,Frankfurt am Main,Wetzlarer Straße 41-43,D-35630,Ehringshausen,Medizin,86,,,,,,0
249,Quantagonia GmbH,HRB 15649,2021-12-02,A,Bad Homburg,Foellerweg 37,D-61352,Bad Homburg v. d. Höhe,Software,62,http://quantagonia.com/,,,,,0
250,resolvio Software UG (haftungsbeschränkt),HRB 125577,2021-12-02,A,Frankfurt am Main,Schopenhauerstraße 19,D-60316,Frankfurt am Main,Rechtsberatung,62,http://resolvio.de/,,,,,0
251,Social Moms GmbH,HRB 207537 B,2021-12-02,A,Charlottenburg (Berlin),Zehdenicker Straße 21,D-10119,Berlin,Medien,62,https://www.mother-now.de/,https://www.linkedin.com/company/mothernow/,,,,0
252,TrustLane Solutions GmbH,HRB 236268 B,2021-12-02,A,Charlottenburg (Berlin),Am Leinpfad 8,D-65594,Runkel-Dehrn,Software,62,https://www.trustlane.de/,,,,,0
253,VELOZONT UG (haftungsbeschränkt),HRB 14149,2021-12-02,A,Schwerin,Lindenstraße 10,D-19386,"Gallin-Kuppentin, OT Penzlin",Mobilität,30,https://www.velozont.com/,,,,,0
254,Viadukt GmbH,HRB 32326,2021-12-02,A,Wuppertal,Senefelderstraße 34 A,D-42117,Wuppertal,Software,62,,,,,,0
255,we speak fluent cx GmbH,HRB 172384,2021-12-02,A,Hamburg,Äußere Bayreuther Straße 59,D-90409,Nürnberg,Dienstleistung,62,https://fluentcx.com/,https://www.linkedin.com/company/fluent-cx/,,,,0
256,WSIS GmbH,HRB 95672,2021-12-02,A,Düsseldorf,Lerchenweg 3,D-40789,Monheim am Rhein,eCommerce,62,https://www.was-soll-ich-schenken.net/,,,,,0
257,Xoros Home GmbH,HRB 172401,2021-12-02,A,Hamburg,Glockengießerwall 2,D-20095,Hamburg,eCommerce,47,https://xoros-home.de/,https://www.linkedin.com/company/xoros-home/,,,,0
258,4th condition UG (haftungsbeschränkt),HRB 21775,2021-12-01,A,Stralsund,Brandteichstraße 20,D-17489,Greifswald,Industrie,32,https://4th-condition.de/,,,,,0
259,ArcadiaLabs UG (haftungschränkt),HRB 19733,2021-12-01,A,Bochum,Leibnizstraße 10,D-44629,Herne,Gaming,62,https://arcadialabs.net/,,,,,0
260,BERG GaseTech GmbH,HRB 18838,2021-12-01,A,Krefeld,Medienstraße 35,D-47807,Krefeld,Industrie,28,https://berg-gasetech.de/,,,,,0
261,Bike Hub GmbH,HRB 19884,2021-12-01,A,Münster,Hafenweg 8,D-48155,Münster,Mobilität,62,,,,,,0
262,Body Literacy GmbH,HRB 236226 B,2021-12-01,A,Charlottenburg (Berlin),"c/o Unicorn.Berlin WEM GmbH, Gustav-Meyer-Allee 25",D-13355,Berlin,Medizin,62,,https://www.linkedin.com/company/body-literacy-gmbh,,,,0
263,Bynand UG (haftungsbeschränkt),HRB 271338,2021-12-01,A,München,Erzgießereistraße 48,D-80335,München,Mobilität,62,https://bynand.de/,,,,,0
264,DayOff GmbH,HRB 172367,2021-12-01,A,Hamburg,Sartoriusstraße 7,D-20257,Hamburg,Personal,62,https://dayoff.de/,https://www.linkedin.com/company/dayoff-learning/,,,,0
265,deliver24 GmbH,HRB 236236 B,2021-12-01,A,Charlottenburg (Berlin),Ernst-Lemmer-Ring 45,D-14165,Berlin,Lebensmittel,62,https://www.deliver24.de/,,,,,0
266,dTour GmbH,HRB 271344,2021-12-01,A,München,Leharstraße 8 a,D-81243,München,Software,62,,,,,,0
267,eDrixx GmbH,HRB 271354,2021-12-01,A,München,Hohenlindner Straße 11 c,D-85622,Feldkirchen,Finanzbereich,62,https://edrixx.com/de/#start,,,,,0
268,foreverontheblockchain GmbH,HRB 172350,2021-12-01,A,Hamburg,Lange Reihe 73,D-20099,Hamburg,Blockchain / Crypto,62,https://www.foreverontheblockchain.com/,https://www.linkedin.com/company/foreverontheblockchain/,,,,0
269,improveMED GmbH,HRB 725456,2021-12-01,A,Freiburg,Neckarpark 29,D-78056,Villingen-Schwenningen,Medizin,62,,,,,,0
270,Invandus GmbH,HRB 19248,2021-12-01,A,Fürth,Königsberger Weg 1,D-91315,Höchstadt a.d.Aisch,Medizin,26,http://invandus.com/,,,,,0
271,Larou UG (haftungsbeschränkt),HRB 236206 B,2021-12-01,A,Charlottenburg (Berlin),Birkenstraße 13,D-10559,Berlin,Medien,62,,,,,,0
272,Lyntics GmbH,HRB 271380,2021-12-01,A,München,Lindwurmstraße 23,D-80337,München,Software,62,,,,,,0
273,Moonlight Technology AG,HRB 725463,2021-12-01,A,Freiburg,Lettenbündt 10,D-79739,Schwörstadt,Hardware,27,https://moonlight-technology.de/,,,,,0
274,Recrutario GmbH,HRB 209884,2021-12-01,A,Walsrode,Hafenstraße 5,D-31582,Nienburg (Weser),Personal,62,https://recrutario.de/,,,,,0
275,Rekoo Health GmbH,HRB 236233 B,2021-12-01,A,Charlottenburg (Berlin),Havelberger Straße 29,D-10559,Berlin,Medizin,62,https://www.rekoo.de/,https://www.linkedin.com/company/rekoo-health/,,,,0
276,Skincura GmbH,HRB 23764 KI,2021-12-01,A,Kiel,Wilhelm-Röntgen-Straße 14,D-24568,Kaltenkirchen,eCommerce,32,http://skincura.de/,,,,,0
277,SMARTtray GmbH,HRB 782140,2021-12-01,A,Stuttgart,Oberwiesachstraße 3,D-72290,Loßburg,Landwirtschaft,32,http://smarttray.de/,,,,,0
278,sochili GmbH,HRB 33522,2021-12-01,A,Dortmund,Freie-Vogel-Straße 369,D-44269,Dortmund,Lebensmittel,10,https://sochili.de/,,,,,0
279,TAPPIO GmbH,HRB 42191,2021-12-01,A,Dresden,Neumarkt 14,D-01067,Dresden,Hardware,27,https://www.tappio.de/,https://www.linkedin.com/company/tappio/,,,,0
280,Univents GmbH,HRB 782148,2021-12-01,A,Stuttgart,Veilchenweg 38,D-71672,Marbach am Neckar,Tourismus,62,https://univents.company/,https://www.linkedin.com/company/univents-company/,,,,0
