name_x;name_y;CoInvestments
Begemann Capital GmbH;Emerge Venture Partners | LP;1
Begemann Capital GmbH;FJ Labs Entrepreneurs Fund 2022, eine Serie von FJ Labs Funds, LP;1
Begemann Capital GmbH;FJ Labs Ill, LP;1
Begemann Capital GmbH;Franziska Steiner Ventures UG (haftungsbeschrankt);1
Begemann Capital GmbH;G-Fund Invest | GmbH & Co. KG;1
Begemann Capital GmbH;Grunwald, Landkreis Miinchen / Griinwald, District Mu- n;1
Begemann Capital GmbH;JJL Invest UG (haftungsbeschrankt);1
Begemann Capital GmbH;Kupke GmbH;1
Begemann Capital GmbH;Pausder Ventures GmbH;1
Begemann Capital GmbH;Roppel Beteiligungs UG (haftungsbeschrankt);1
Begemann Capital GmbH;Tengelmann Ventures Fund VI GmbH;1
Begemann Capital GmbH;btov Digital Technologies li S.C.S., SICAR;1
Begemann Capital GmbH;inventhie GmbH;1
Begemann Capital GmbH;playfull GmbH;1
Below One Fund! GmbH & Co. KG;Alexa Firmenich;1
Below One Fund! GmbH & Co. KG;Alexandre Micheloud;1
Below One Fund! GmbH & Co. KG;Andreas Hoffmann;1
Below One Fund! GmbH & Co. KG;Aurum Impact Invest GmbH;1
Below One Fund! GmbH & Co. KG;BonVenture IV GmbH & Co. KG;1
Below One Fund! GmbH & Co. KG;Cryptofinance Web3 VC GmbH & Co. KG;1
Below One Fund! GmbH & Co. KG;Deutsche Post Stiftung;1
Below One Fund! GmbH & Co. KG;Dr. Cornelius Walter;1
Below One Fund! GmbH & Co. KG;Elysara SPRL;1
Below One Fund! GmbH & Co. KG;Felipe Fernandez;1
Below One Fund! GmbH & Co. KG;Fraser & Company GmbH;1
Below One Fund! GmbH & Co. KG;Fritz & Co. SPRL;1
Below One Fund! GmbH & Co. KG;Prinz Maximilian von und zu Liechtenstein;1
Below One Fund! GmbH & Co. KG;Resilience 1 GmbH & Co. KG am Main;1
Below One Fund! GmbH & Co. KG;SUM1 Holdings LP;1
Below One Fund! GmbH & Co. KG;Shirish Sankhe;1
Below One Fund! GmbH & Co. KG;Sobremesa Investments GmbH;1
Below One Fund! GmbH & Co. KG;Stuchtey Capital UG (haftungsbeschrankt);1
Below One Fund! GmbH & Co. KG;Tobias Bandel Sustainabi- lity Consulting UG (haftungsbeschrankt);1
Benedikt Schneider Ventures UG;10x Founders Fund GmbH & Co. KG;1
Benedikt Schneider Ventures UG;BONDO Holding GmbH;1
Benedikt Schneider Ventures UG;Florian Huber Beteiligungen GmbH;1
Benedikt Schneider Ventures UG;Mercutio GmbH;1
Benedikt Schneider Ventures UG;ROMM Holding GmbH;1
Benedikt Schneider Ventures UG;Roskopf Ventures GmbH;1
Benedikt Schneider Ventures UG;XDECK Fund 1/K6éIn GmbH & Co. KG;1
Benedikt Schneider Ventures UG;Z Equity GmbH;1
Benjamin Drury;A06 Ventures UG (haftungsbeschrankt);1
Benjamin Drury;AENU Fund SCA SICAV-RAIF;1
Benjamin Drury;Begemann Capital GmbH;1
Benjamin Drury;Black Solitaire Ventures GmbH;1
Benjamin Drury;Blue Unicorn Ventures GmbH;1
Benjamin Drury;CAMI Ventures UG (haftungsbeschrankt);1
Benjamin Drury;DN Capital - Global Venture Capital V SCSp;1
Benjamin Drury;Einhorn Capital GmbH;1
Benjamin Drury;Emerge Venture Partners | LP;1
Benjamin Drury;FJ Labs Entrepreneurs Fund 2022, eine Serie von FJ Labs Funds, LP;1
Benjamin Drury;FJ Labs Ill, LP;1
Benjamin Drury;Franziska Steiner Ventures UG (haftungsbeschrankt);1
Benjamin Drury;G-Fund Invest | GmbH & Co. KG;1
Benjamin Drury;Grunwald, Landkreis Miinchen / Griinwald, District Mu- n;1
Benjamin Drury;JJL Invest UG (haftungsbeschrankt);1
Benjamin Drury;Kupke GmbH;1
Benjamin Drury;Pausder Ventures GmbH;1
Benjamin Drury;Roppel Beteiligungs UG (haftungsbeschrankt);1
Benjamin Drury;Tengelmann Ventures Fund VI GmbH;1
Benjamin Drury;btov Digital Technologies li S.C.S., SICAR;1
Benjamin Drury;inventhie GmbH;1
Benjamin Drury;playfull GmbH;1
Benjamin Giinther Invest GmbH;Alexander Bernhard Lippert;1
Benjamin Giinther Invest GmbH;Anselm Bauer Invest GmbH;1
Benjamin Giinther Invest GmbH;Blue Impact Ventures UG;1
Benjamin Giinther Invest GmbH;DSR Ventures GmbH;1
Benjamin Giinther Invest GmbH;Dicki GmbH;1
Benjamin Giinther Invest GmbH;EMERGE VENTURE PARTNERS LP;1
Benjamin Giinther Invest GmbH;J. Cornelius GmbH;1
Benjamin Giinther Invest GmbH;Jiinger Invest UG;1
Benjamin Giinther Invest GmbH;La Famiglia Fonds! GmbH & Co. KG;1
Benjamin Giinther Invest GmbH;Lata Venture GmbH;1
Benjamin Giinther Invest GmbH;M. Yilmaz GmbH;1
Benjamin Giinther Invest GmbH;MJM Investments AG;1
Benjamin Giinther Invest GmbH;PDA Deutzclie one rales Digitalagentur GmbH;1
Benjamin Giinther Invest GmbH;Picus Capital GmbH;1
Benjamin Giinther Invest GmbH;Renaud Visage;1
Benjamin Giinther Invest GmbH;Renner Ventures & Philanthropies GmbH;1
Benjamin Giinther Invest GmbH;Riverton UG;1
Benjamin Giinther Invest GmbH;Sebastian Schuon Investments GmbH;1
Benjamin Giinther Invest GmbH;Wax Venture UG;1
Benjamin Gunther Invest GmbH;Alexander Schworer;1
Benjamin Gunther Invest GmbH;Alvio GmbH;1
Benjamin Gunther Invest GmbH;Capnamic Ventures AG Fund III GmbH & Co. KG;1
Benjamin Gunther Invest GmbH;DMI GmbH;1
Benjamin Gunther Invest GmbH;FYS Ventures UG (haftungsbeschrankt);1
Benjamin Gunther Invest GmbH;Fonds Ill GmbH & Co. KG;1
Benjamin Gunther Invest GmbH;Gyri Ventures UG (haftungsbeschrankt);1
Benjamin Gunther Invest GmbH;Hetzel Ventures UG (haftungsbeschrankt);1
Benjamin Gunther Invest GmbH;Jakob Stein;1
Benjamin Gunther Invest GmbH;MADV Ventures GmbH & Co. KG;1
Benjamin Gunther Invest GmbH;OMA Ventures GmbH;1
Benjamin Gunther Invest GmbH;Peter-Paul Brenninkmeijer;1
Benjamin Gunther Invest GmbH;Picus Capital GmbH;1
Benjamin Gunther Invest GmbH;Possible Ventures II GmbH & Co. KG;1
Benjamin Gunther Invest GmbH;Salma Vogel;1
Benjamin Gunther Invest GmbH;Tanso Technologies AG;1
Benjamin Gunther Invest GmbH;Unternehmertum VC AG;1
Benjamin Gunther Invest GmbH;Wiechmann Ventures UG (haftungsbeschrankt);1
Benjamin Gunther Invest GmbH;Wolffpack Ventures UG (haftungsbeschrankt);1
Benjamin Krupop;Avantgarde Labs Ventures GmbH;1
Benjamin Krupop;Dr. Sabri Alamri;1
Benjamin Krupop;Dr. Tim Kunze;1
Benjamin Krupop;Fraunhofer Technologie-Transfer Fonds (FTTF) GmbH;1
Benjamin Krupop;Laura Kunze;1
Benjamin Krupop;Technologiegriinderfonds Sachsen Basic GmbH & Co. KG;1
Bento Ventures GmbH AG;Axel Springer Porsche AG GmbH & Co. KG;1
Bento Ventures GmbH AG;Beteiligungs UG & Co. KG;1
Bento Ventures GmbH AG;Buteo Ventures AG;1
Bento Ventures GmbH AG;Fahrhaus Equity Invest AG GmbH;1
Bento Ventures GmbH AG;H2 - Investments GmbH AG;1
Benu Ventures GmbH;DVS Holding GmbH;1
Benu Ventures GmbH;Friends and Family Beteiligungsgesellschaft mbH;1
Benu Ventures GmbH;Payvengers Beteiligungen UG;1
Benu Ventures GmbH;Philipp Bock Ventures GmbH;1
Benu Ventures GmbH;SixVenture GmbH;1
Benu Ventures GmbH;Vereinigte Volksbank Raiffeisenbank eG;1
Benu Ventures GmbH;epublica GmbH;1
Benvision UG (haftungsbeschrankt);CrossingStripes Geschaftsan-GmbH;1
Benvision UG (haftungsbeschrankt);Kichniawy + Partner Wirtschaftsberatungsges. mbH;1
Bernhard Michael Sebastian Kraska;Alexander Christoph Wei8;1
Bernhard Michael Sebastian Kraska;Charlotte Detemble;1
Bernhard Michael Sebastian Kraska;Dobby hives aaaialall;1
Bernhard Michael Sebastian Kraska;Dr. Christian Scheidl;1
Bernhard Michael Sebastian Kraska;Dr. Dora Zmuc;1
Bernhard Michael Sebastian Kraska;Dr. Georg Friedrich Matheis;1
Bernhard Michael Sebastian Kraska;Dr. Johannes Fleckenstein;1
Bernhard Michael Sebastian Kraska;Guido Wolff;1
Bernhard Michael Sebastian Kraska;Hessen Kapital III (EFRE) GmbH;1
Bernhard Michael Sebastian Kraska;Michael Taschner;1
Bernhard Michael Sebastian Kraska;Peter Dobler;1
Bernhard Michael Sebastian Kraska;Ralf Illig;1
Bernhard Michael Sebastian Kraska;SevenD GmbH;1
Bernhard Michael Sebastian Kraska;Thomas Wilhelm Tilse;1
Bertold Mathias Wagner;Alexander Ludwig Friedrich Christian Fuchs;1
Bertold Mathias Wagner;Bramlage Lifesciences GmbH;1
Bertold Mathias Wagner;Christian Orsinger;1
Bertold Mathias Wagner;Companisto Trust Service XVII GmbH;1
Bertold Mathias Wagner;Dr. Alfred Heinrich Georg Spieker;1
Bertold Mathias Wagner;Dr. Arthur Steinmetz;1
Bertold Mathias Wagner;Frank Thomas Trinkaus;1
Bertold Mathias Wagner;Gerrit Jörg Arends;1
Bertold Mathias Wagner;Indigo8 GmbH;1
Bertold Mathias Wagner;Jan Arne Tegtmeier;1
Bertold Mathias Wagner;Johannes Menelaus Ruopp;1
Bertold Mathias Wagner;Kerstin Heike von Diemar;1
Bertold Mathias Wagner;Merk MIC GmbH;1
Bertold Mathias Wagner;Nika Norr;1
Bertold Mathias Wagner;Pelle Maerkedahl Larsen;1
Bertold Mathias Wagner;Preußische Stiftungsdirektion Berlin GmbH;1
Bertold Mathias Wagner;Prof. Dr. Gerald Martin Werner Huber;1
Bertold Mathias Wagner;Reto Rilegg;1
Bertold Mathias Wagner;Richard Markus Wolfgang Fobo;1
Bertold Mathias Wagner;Robert Helmut Glaser;1
Bertold Mathias Wagner;Stefan Kilian;1
Bertold Mathias Wagner;Sunconergy GmbH;1
Bertold Mathias Wagner;Thorsten Fritz Herbert Drescher;1
Bertold Mathias Wagner;Wolfgang Schmidt;1
Bertold Mathias Wagner;acmaios GmbH;1
Bertold Mathias Wagner;eastWest Venture Capital GmbH;1
Bertold Mathias Wagner;rheinaue Invest GmbH;1
Beteiligungs UG & Co. KG;Axel Springer Porsche AG GmbH & Co. KG;1
Beteiligungs UG & Co. KG;Bento Ventures GmbH AG;1
Beteiligungs UG & Co. KG;Buteo Ventures AG;1
Beteiligungs UG & Co. KG;Fahrhaus Equity Invest AG GmbH;1
Beteiligungs UG & Co. KG;H2 - Investments GmbH AG;1
Bettina Fischer Ventures UG (haftungsbeschrankt);Cusp Capital Fund 2021 GmbH & Co. KG;1
Bettina Fischer Ventures UG (haftungsbeschrankt);HFO GmbH;1
Bettina Fischer Ventures UG (haftungsbeschrankt);Haufe Group Ventures GmbH;1
Bettina Fischer Ventures UG (haftungsbeschrankt);JK Beteiligungs GmbH;1
Bettina Fischer Ventures UG (haftungsbeschrankt);Kiehne Media UG (haftungsbeschrankt);1
Bettina Fischer Ventures UG (haftungsbeschrankt);MJJ Jager Ventures UG (haftungsbeschrankt);1
Bettina Fischer Ventures UG (haftungsbeschrankt);SixVenture GmbH;1
Bettina Fischer Ventures UG (haftungsbeschrankt);Smart Infrastructure Ventures Fund GmbH & Co. Kommanditgesellschaft;1
Bettina Fischer Ventures UG (haftungsbeschrankt);Tiny Supercomputer Holding Company 2021 LP;1
BigCityLabs UG (haftungsbeschrankt);ALSTIN II Fonds GmbH & Co. KG;1
BigCityLabs UG (haftungsbeschrankt);Capnamic Ventures Fund Il GmbH & Co. KG;1
BigCityLabs UG (haftungsbeschrankt);Cynthia Wandia Mburu;1
BigCityLabs UG (haftungsbeschrankt);Finparx Holding GmbH;1
BigCityLabs UG (haftungsbeschrankt);HN Business Concepts GmbH;1
BigCityLabs UG (haftungsbeschrankt);HW Capital GmbH;1
BigCityLabs UG (haftungsbeschrankt);MaLou Beteiligungs UG (haftungsbeschrankt);1
BigCityLabs UG (haftungsbeschrankt);Main Incubator GmbH;1
BigCityLabs UG (haftungsbeschrankt);One Venture UG (haftungsbeschrankt);1
BigCityLabs UG (haftungsbeschrankt);Peak Capital IV Codéperatief U.A.;1
BigCityLabs UG (haftungsbeschrankt);Personio GmbH;1
BigCityLabs UG (haftungsbeschrankt);Skatchkov Ventures UG (haftungsbeschrankt);1
BigCityLabs UG (haftungsbeschrankt);Storm Ventures Fund VI, L.P.;1
BigCityLabs UG (haftungsbeschrankt);WENVEST Capital GmbH;1
BigCityLabs UG (haftungsbeschrankt);d.7 consult GmbH;1
Black Solitaire Ventures GmbH;A06 Ventures UG (haftungsbeschrankt);1
Black Solitaire Ventures GmbH;AENU Fund SCA SICAV-RAIF;1
Black Solitaire Ventures GmbH;Begemann Capital GmbH;1
Black Solitaire Ventures GmbH;Benjamin Drury;1
Black Solitaire Ventures GmbH;Blue Unicorn Ventures GmbH;1
Black Solitaire Ventures GmbH;CAMI Ventures UG (haftungsbeschrankt);1
Black Solitaire Ventures GmbH;DN Capital - Global Venture Capital V SCSp;1
Black Solitaire Ventures GmbH;Einhorn Capital GmbH;1
Black Solitaire Ventures GmbH;Emerge Venture Partners | LP;1
Black Solitaire Ventures GmbH;FJ Labs Entrepreneurs Fund 2022, eine Serie von FJ Labs Funds, LP;1
Black Solitaire Ventures GmbH;FJ Labs Ill, LP;1
Black Solitaire Ventures GmbH;Franziska Steiner Ventures UG (haftungsbeschrankt);1
Black Solitaire Ventures GmbH;G-Fund Invest | GmbH & Co. KG;1
Black Solitaire Ventures GmbH;Grunwald, Landkreis Miinchen / Griinwald, District Mu- n;1
Black Solitaire Ventures GmbH;JJL Invest UG (haftungsbeschrankt);1
Black Solitaire Ventures GmbH;Kupke GmbH;1
Black Solitaire Ventures GmbH;Pausder Ventures GmbH;1
Black Solitaire Ventures GmbH;Roppel Beteiligungs UG (haftungsbeschrankt);1
Black Solitaire Ventures GmbH;Tengelmann Ventures Fund VI GmbH;1
Black Solitaire Ventures GmbH;btov Digital Technologies li S.C.S., SICAR;1
Black Solitaire Ventures GmbH;inventhie GmbH;1
Black Solitaire Ventures GmbH;playfull GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Alvio GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Bolando UG (haftungsbeschrankt);1
Blackbird Internet UG (haftungsbeschrankt);Christian Hiilsewig Familienstiftung;1
Blackbird Internet UG (haftungsbeschrankt);DSR Ventures GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Geissini Ventures UG (haftungsbeschrankt);1
Blackbird Internet UG (haftungsbeschrankt);HV Holtzbrinck Ventures Fund VIII GmbH & Co. geschlossene Investment KG;1
Blackbird Internet UG (haftungsbeschrankt);Juwel 225. V V GmbH;1
Blackbird Internet UG (haftungsbeschrankt);La Plata GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Lino GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Manoa Ventures GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Mercutio GmbH;1
Blackbird Internet UG (haftungsbeschrankt);OyFri GmbH;1
Blackbird Internet UG (haftungsbeschrankt);PK Projects GmbH;1
Blackbird Internet UG (haftungsbeschrankt);ROMM Holding GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Roskopf Ventures GmbH;1
Blackbird Internet UG (haftungsbeschrankt);Rotenfels Verwaltung GmbH;1
Blackbird Internet UG (haftungsbeschrankt);WEFA GmbH;1
Blackbird Internet UG (haftungsbeschrankt);whiletrue GmbH;1
BleM56 S.C.1.;AURA SAS;1
BleM56 S.C.1.;André Lanata;1
BleM56 S.C.1.;Antoine Pallois;1
BleM56 S.C.1.;Aperitus Limited;1
BleM56 S.C.1.;Artur Koop;1
BleM56 S.C.1.;Bruno Maisonnier;1
BleM56 S.C.1.;Cherry Ventures Fund IV GmbH & Co KG;1
BleM56 S.C.1.;Christian Dargnat;1
BleM56 S.C.1.;Deep Impact Investment Holding GmbH;1
BleM56 S.C.1.;EQT Ventures lI S.a r.l. SICAF-RAIF;1
BleM56 S.C.1.;FCPI Capital Invest PME 2019;1
BleM56 S.C.1.;FCPI Capital Invest PME 2020;1
BleM56 S.C.1.;FCPI Capital Invest PME 2021;1
BleM56 S.C.1.;FPCI Omnes Real Tech;1
BleM56 S.C.1.;Francesco Stortini;1
BleM56 S.C.1.;Geodesic S.A.S.;1
BleM56 S.C.1.;Habert Dassault Finance SAS;1
BleM56 S.C.1.;Héléne Huby;1
BleM56 S.C.1.;Interface Capital GmbH & Co. KG;1
BleM56 S.C.1.;Izzat Holdings Ltd.;1
BleM56 S.C.1.;Johannes Reijneveld;1
BleM56 S.C.1.;July Fund 22 GmbH & Co. KG;1
BleM56 S.C.1.;Karim Ganem;1
BleM56 S.C.1.;Lear Javiv;1
BleM56 S.C.1.;MHz2 Capital GmbH;1
BleM56 S.C.1.;Marc Postel-Vinay;1
BleM56 S.C.1.;Maru Winnacker;1
BleM56 S.C.1.;Najwa Naimy;1
BleM56 S.C.1.;Nils Bernhardt;1
BleM56 S.C.1.;Olivier Faure;1
BleM56 S.C.1.;Orbital Ventures S.C.A. SICAV-RAIF;1
BleM56 S.C.1.;Partech Entrepreneur Fund IV FPCI;1
BleM56 S.C.1.;Pierre Vinet;1
BleM56 S.C.1.;Pink Capital GmbH;1
BleM56 S.C.1.;Possible Ventures Il GmbH & Co KG;1
BleM56 S.C.1.;Priyanka Das;1
BleM56 S.C.1.;Prof. Dr. Dr. Ann-Kristin Achleitner;1
BleM56 S.C.1.;RRW Il Growth SLP;1
BleM56 S.C.1.;Romain Mabboux;1
BleM56 S.C.1.;Rymdkapital SPV TEC AB;1
BleM56 S.C.1.;SORIAK S.A.S.;1
BleM56 S.C.1.;Schlumberger Investment Services B.V.;1
BleM56 S.C.1.;Sebastien Ayton;1
BleM56 S.C.1.;Sebastien Reichstadt;1
BleM56 S.C.1.;Sonia Magniant;1
BleM56 S.C.1.;Temaris et associés SAS;1
BleM56 S.C.1.;The Nuga Trust;1
BleM56 S.C.1.;Thomas Nussmann;1
BleM56 S.C.1.;Vsquared Ventures GmbH & Co. KG;1
BleM56 S.C.1.;WMA Master VCC;1
Blue Impact Ventures UG;Alexander Bernhard Lippert;1
Blue Impact Ventures UG;Anselm Bauer Invest GmbH;1
Blue Impact Ventures UG;Benjamin Giinther Invest GmbH;1
Blue Impact Ventures UG;DSR Ventures GmbH;1
Blue Impact Ventures UG;Dicki GmbH;1
Blue Impact Ventures UG;EMERGE VENTURE PARTNERS LP;1
Blue Impact Ventures UG;J. Cornelius GmbH;1
Blue Impact Ventures UG;Jiinger Invest UG;1
Blue Impact Ventures UG;La Famiglia Fonds! GmbH & Co. KG;1
Blue Impact Ventures UG;Lata Venture GmbH;1
Blue Impact Ventures UG;M. Yilmaz GmbH;1
Blue Impact Ventures UG;MJM Investments AG;1
Blue Impact Ventures UG;PDA Deutzclie one rales Digitalagentur GmbH;1
Blue Impact Ventures UG;Picus Capital GmbH;1
Blue Impact Ventures UG;Renaud Visage;1
Blue Impact Ventures UG;Renner Ventures & Philanthropies GmbH;1
Blue Impact Ventures UG;Riverton UG;1
Blue Impact Ventures UG;Sebastian Schuon Investments GmbH;1
Blue Impact Ventures UG;Wax Venture UG;1
Blue Impact Ventures UG (haftungsbeschrankt);Aeonda UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);Aksakal Ventures GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Alexander Argyros;1
Blue Impact Ventures UG (haftungsbeschrankt);Atlantic Food Labs Fund GmbH & Co. KG;1
Blue Impact Ventures UG (haftungsbeschrankt);Atlantic Food Labs Vintage GmbH & Co. KG;1
Blue Impact Ventures UG (haftungsbeschrankt);BSWGE Investment UG (haftungsbeschränkt);1
Blue Impact Ventures UG (haftungsbeschrankt);Booom Capital GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Caspar Wahler;1
Blue Impact Ventures UG (haftungsbeschrankt);Creandum V, L.P;1
Blue Impact Ventures UG (haftungsbeschrankt);Delta Force AG;1
Blue Impact Ventures UG (haftungsbeschrankt);Dominik Clemens Kleine;1
Blue Impact Ventures UG (haftungsbeschrankt);ELYDEN Capital UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);Eleven Eleven Foundation;1
Blue Impact Ventures UG (haftungsbeschrankt);F-LOG Ventures GmbH & Co.KG;1
Blue Impact Ventures UG (haftungsbeschrankt);Fahning Ventures UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);Faster Future GmbH & Co. KG;1
Blue Impact Ventures UG (haftungsbeschrankt);Fear of Missing Out AB;1
Blue Impact Ventures UG (haftungsbeschrankt);Felipe Navio Garcia;1
Blue Impact Ventures UG (haftungsbeschrankt);Fluss des Lebens GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Force Ventures [V UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);Goldfinger Investment Holding GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Gudorf Holdings UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);Humboldt Ventures LLC;1
Blue Impact Ventures UG (haftungsbeschrankt);K16-Boxwood UG (haftungsbeschränkt);1
Blue Impact Ventures UG (haftungsbeschrankt);Kameam UG (haftangsbesehrinkt);1
Blue Impact Ventures UG (haftungsbeschrankt);MANI Ventures UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);One Twa Ventures UG (haftungshesehrinks);1
Blue Impact Ventures UG (haftungsbeschrankt);Oz Ventures UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);PK Projects GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Pineapple Ventures UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);Project A Ventures Ill GmbH & Co. KG;1
Blue Impact Ventures UG (haftungsbeschrankt);Puntopoleio UG (haftungsbeschrankt);1
Blue Impact Ventures UG (haftungsbeschrankt);Push Creative Ventures GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Ronny Shibley;1
Blue Impact Ventures UG (haftungsbeschrankt);Rumburg Capital UG (haftungsbeschrinkt);1
Blue Impact Ventures UG (haftungsbeschrankt);S.W. Projects GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);SEK Ventures GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Shorea Ventures GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Siobhan Brewster;1
Blue Impact Ventures UG (haftungsbeschrankt);Steelhorse Capital GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);THOR Ventures Berlin GmbH;1
Blue Impact Ventures UG (haftungsbeschrankt);Triotor Betciligungs GmbH;1
Blue Unicorn Ventures GmbH;A06 Ventures UG (haftungsbeschrankt);1
Blue Unicorn Ventures GmbH;AENU Fund SCA SICAV-RAIF;1
Blue Unicorn Ventures GmbH;Begemann Capital GmbH;1
Blue Unicorn Ventures GmbH;Benjamin Drury;1
Blue Unicorn Ventures GmbH;Black Solitaire Ventures GmbH;1
Blue Unicorn Ventures GmbH;CAMI Ventures UG (haftungsbeschrankt);1
Blue Unicorn Ventures GmbH;DN Capital - Global Venture Capital V SCSp;1
Blue Unicorn Ventures GmbH;Einhorn Capital GmbH;1
Blue Unicorn Ventures GmbH;Emerge Venture Partners | LP;1
Blue Unicorn Ventures GmbH;FJ Labs Entrepreneurs Fund 2022, eine Serie von FJ Labs Funds, LP;1
Blue Unicorn Ventures GmbH;FJ Labs Ill, LP;1
Blue Unicorn Ventures GmbH;Franziska Steiner Ventures UG (haftungsbeschrankt);1
Blue Unicorn Ventures GmbH;G-Fund Invest | GmbH & Co. KG;1
Blue Unicorn Ventures GmbH;Grunwald, Landkreis Miinchen / Griinwald, District Mu- n;1
Blue Unicorn Ventures GmbH;JJL Invest UG (haftungsbeschrankt);1
Blue Unicorn Ventures GmbH;Kupke GmbH;1
Blue Unicorn Ventures GmbH;Pausder Ventures GmbH;1
Blue Unicorn Ventures GmbH;Roppel Beteiligungs UG (haftungsbeschrankt);1
Blue Unicorn Ventures GmbH;Tengelmann Ventures Fund VI GmbH;1
Blue Unicorn Ventures GmbH;btov Digital Technologies li S.C.S., SICAR;1
Blue Unicorn Ventures GmbH;inventhie GmbH;1
Blue Unicorn Ventures GmbH;playfull GmbH;1
Bodenbach Ventures UG (haftungsbeschrankt);Andreas Hartung Ventures UG (haftungsbeschrankt);1
Bodenbach Ventures UG (haftungsbeschrankt);Starfinger Ventures UG (haftungsbeschrankt);1
Boehringer Ingelheim Venture Fund GmbH;High-Tech Gründerfonds IV GmbH & Co. KG;1
Boehringer Ingelheim Venture Fund GmbH;Macsics Vermégensverwaltung UG (haftungsbeschränkt);1
Boehringer Ingelheim Venture Fund GmbH;Prof. Dr. Stephan Axel Sieber;1
Boehringer Ingelheim Venture Fund GmbH;Swanlake Management GmbH;1
Bolando UG (haftungsbeschrankt);Alvio GmbH;1
Bolando UG (haftungsbeschrankt);Blackbird Internet UG (haftungsbeschrankt);1
Bolando UG (haftungsbeschrankt);Christian Hiilsewig Familienstiftung;1
Bolando UG (haftungsbeschrankt);DSR Ventures GmbH;1
Bolando UG (haftungsbeschrankt);Geissini Ventures UG (haftungsbeschrankt);1
Bolando UG (haftungsbeschrankt);HV Holtzbrinck Ventures Fund VIII GmbH & Co. geschlossene Investment KG;1
Bolando UG (haftungsbeschrankt);Juwel 225. V V GmbH;1
Bolando UG (haftungsbeschrankt);La Plata GmbH;1
Bolando UG (haftungsbeschrankt);Lino GmbH;1
Bolando UG (haftungsbeschrankt);Manoa Ventures GmbH;1
Bolando UG (haftungsbeschrankt);Mercutio GmbH;1
Bolando UG (haftungsbeschrankt);OyFri GmbH;1
Bolando UG (haftungsbeschrankt);PK Projects GmbH;1
Bolando UG (haftungsbeschrankt);ROMM Holding GmbH;1
Bolando UG (haftungsbeschrankt);Roskopf Ventures GmbH;1
Bolando UG (haftungsbeschrankt);Rotenfels Verwaltung GmbH;1
Bolando UG (haftungsbeschrankt);WEFA GmbH;1
Bolando UG (haftungsbeschrankt);whiletrue GmbH;1
BonVenture IV GmbH & Co. KG;Alexa Firmenich;1
BonVenture IV GmbH & Co. KG;Alexandre Micheloud;1
BonVenture IV GmbH & Co. KG;Andreas Hoffmann;1
BonVenture IV GmbH & Co. KG;Aurum Impact Invest GmbH;1
BonVenture IV GmbH & Co. KG;Below One Fund! GmbH & Co. KG;1
BonVenture IV GmbH & Co. KG;Cryptofinance Web3 VC GmbH & Co. KG;1
BonVenture IV GmbH & Co. KG;Deutsche Post Stiftung;1
BonVenture IV GmbH & Co. KG;Dr. Cornelius Walter;1
BonVenture IV GmbH & Co. KG;Elysara SPRL;1
BonVenture IV GmbH & Co. KG;Felipe Fernandez;1
BonVenture IV GmbH & Co. KG;Fraser & Company GmbH;1
BonVenture IV GmbH & Co. KG;Fritz & Co. SPRL;1
BonVenture IV GmbH & Co. KG;Prinz Maximilian von und zu Liechtenstein;1
BonVenture IV GmbH & Co. KG;Resilience 1 GmbH & Co. KG am Main;1
BonVenture IV GmbH & Co. KG;SUM1 Holdings LP;1
BonVenture IV GmbH & Co. KG;Shirish Sankhe;1
BonVenture IV GmbH & Co. KG;Sobremesa Investments GmbH;1
BonVenture IV GmbH & Co. KG;Stuchtey Capital UG (haftungsbeschrankt);1
BonVenture IV GmbH & Co. KG;Tobias Bandel Sustainabi- lity Consulting UG (haftungsbeschrankt);1
Booom Capital GmbH;Aeonda UG (haftungsbeschrankt);1
