startup_id;startup_name;date_incorporated;register_identification_number;register;startup_location;startup_industry;startup_website;startup_linkedin;Unnamed: 9;Unnamed: 10;shareholder_json;list_mds;number_shareholders;number_angels;startup_purpose;link_shareholder_file_2021;register_mapping;startup_industry_mapped;azure_json;error;link_structured_content_file_current;link_SI_file_current;azure_json_2021;shareholder_json_2021
14640;Ashby UG (haftungsbeschränkt);2021-06-14;HRB 742355;Ulm;Weingarten;Bildung;;;1815.0;;;;;;;;;;;;;;;
14641;beRival UG (haftungsbeschränkt);2021-06-14;HRB 123352;Frankfurt am Main;Bad Vilbel;Medien;;;1816.0;;;;;;;;;;;;;;;
14642;etropia UG (haftungsbeschränkt);2021-06-14;HRB 221958;Hannover;Hessisch Oldendorf;Werbung;https://etropia.de/;;1819.0;;;;;;;;;;;;;;;
14643;excagol medtech UG (haftungsbeschränkt);2021-06-14;HRB 169433;Hamburg;Hamburg;Medizin;https://excagol-medtech.com/;https://www.linkedin.com/company/excagol/;1820.0;;;;;;;;;;;;;;;
14644;findness UG (haftungsbeschränkt);2021-06-14;HRB 17854;Bad Oeynhausen;Minden;eCommerce;https://findness.de/;https://www.linkedin.com/company/flancr/;1821.0;;;;;;;;;;;;;;;
14645;LocalPetition UG (haftungsbeschränkt);2021-06-11;HRB 106411;Köln;Köln;Software;https://localpetition.org/;https://www.linkedin.com/company/localpetition/;1832.0;;;;;;;;;;;;;;;
14646;GetTilo UG (haftungsbeschränkt);2021-06-10;HRB 230358 B;Charlottenburg (Berlin);Berlin;Personal;https://gettilo.com/;https://www.linkedin.com/company/gettilo/;1841.0;;;;;;;;;;;;;;;
14647;styleXchange UG (haftungsbeschränkt);2021-06-10;HRB 230404 B;Charlottenburg (Berlin);Berlin;eCommerce;https://www.stylexchange.io/;https://www.linkedin.com/company/stylexchange-io/;1847.0;;;;;;;;;;;;;;;
14648;Aqtivate UG (haftungsbeschränkt);2021-06-09;HRB 15886;Kempten;Kempten (Allgäu);Lebensmittel;https://www.aqtivate-drink.de/;;1849.0;;;;;;;;;;;;;;;
14649;enabl Technologies UG (haftungsbeschränkt);2021-06-09;HRB 740428;Mannheim;Karlsruhe;Industrie;;;1852.0;;;;;;;;;;;;;;;
14650;Lex Digital UG (haftungsbeschränkt);2021-06-09;HRB 230350 B;Charlottenburg (Berlin);Berlin;Rechtsberatung;https://lexdigital.io/;;1854.0;;;;;;;;;;;;;;;
14651;LocalsNow Technologies UG (haftungsbeschränkt);2021-06-09;HRB 169361;Hamburg;Hamburg;eCommerce;http://localsnow.de/;;1855.0;;;;;;;;;;;;;;;
14652;TourAround UG (haftungsbeschränkt);2021-06-09;HRB 50435;Mainz;Mainz;Tourismus;https://www.touraround.io/;;1859.0;;;;;;;;;;;;;;;
14653;Lessmore UG (haftungsbeschränkt);2021-06-08;HRB 740416;Mannheim;Eschelbronn;Gaming;https://www.lessmore.games/;https://www.linkedin.com/company/lessmore-games/;1867.0;;;;;;;;;;;;;;;
14654;TiveTech UG (haftungsbeschränkt);2021-06-08;HRB 266742;München;Germering;Hardware;https://tivetech.com/;https://www.linkedin.com/company/tivetech/;1876.0;;;;;;;;;;;;;;;
14655;ZeroPeak UG (haftungsbeschränkt);2021-06-07;HRB 740400;Mannheim;Walldorf;eCommerce;https://www.zeropeak.de/;https://www.linkedin.com/company/zeropeak/;1882.0;;;;;;;;;;;;;;;
14656;Spicy Sushi Games UG (haftungsbeschränkt);2021-06-05;HRB 266713;München;Unterschleißheim;Gaming;;;1885.0;;;;;;;;;;;;;;;
14657;DataLbry Technologies UG (haftungsbeschränkt);2021-06-04;HRB 93759;Düsseldorf;Düsseldorf;Software;https://www.datalbry.io/;https://www.linkedin.com/company/datalbry;1887.0;;;;;;;;;;;;;;;
14658;gamelynk.io UG (haftungsbeschränkt);2021-06-04;HRB 98129;Hanau;Steinau an der Straße;Gaming;http://gamelynk.io/;;1889.0;;;;;;;;;;;;;;;
14659;Leem Health Tech UG (haftungsbeschränkt);2021-06-04;HRB 230206 B;Charlottenburg (Berlin);Berlin;Medizin;https://leemhealth.com/;https://www.linkedin.com/company/leem-health/about/;1891.0;;;;;;;;;;;;;;;
14660;Quii UG (haftungsbeschränkt);2021-06-04;HRB 19484;Münster;Münster;Software;;;1892.0;;;;;;;;;;;;;;;
14661;Railiac UG (haftungsbeschränkt);2021-06-04;HRB 230194 B;Charlottenburg (Berlin);Berlin;Mobilität;;;1893.0;;;;;;;;;;;;;;;
14662;Blue Ibex Labs UG (haftungsbeschränkt);2021-06-03;HRB 230154 B;Charlottenburg (Berlin);Berlin;Software;http://blue-ibex.de/;;1896.0;;;;;;;;;;;;;;;
14663;e10 Technologies UG (haftungsbeschränkt);2021-06-03;HRB 230114 B;Charlottenburg (Berlin);Berlin;eCommerce;;;1898.0;;;;;;;;;;;;;;;
14664;Periply UG (haftungsbeschränkt);2021-06-03;HRB 230196 B;Charlottenburg (Berlin);Berlin;Software;https://www.periply.com/;;1901.0;;;;;;;;;;;;;;;
14665;Mind Your Orbit UG (haftungsbeschränkt);2021-06-02;HRB 742279;Ulm;Ulm;Software;http://mindyourorbit.com/;;1910.0;;;;;;;;;;;;;;;
14666;Flexocube UG (haftungsbeschränkt);2021-06-01;HRB 98125;Hanau;63571 Gelnhauesn;eCommerce;https://flexocube.de/;;1923.0;;;;;;;;;;;;;;;
14667;Labloc UG (haftungsbeschränkt);2021-06-01;HRB 18662;Kassel;Kassel;Software;https://labloc.de/;;1928.0;;;;;;;;;;;;;;;
14668;Orderize UG (haftungsbeschränkt);2021-06-01;HRB 266611;München;Grünwald;eCommerce;https://www.orderize.de/;;1933.0;;;;;;;;;;;;;;;
14669;Pub2Play UG (haftungsbeschränkt);2021-06-01;HRB 44370;Bielefeld;Bielefeld;Tourismus;https://pub2play.de/;;1935.0;;;;;;;;;;;;;;;
14670;cosmos sharing tech UG (haftungsbeschränkt);2021-05-31;HRB 229868 B;Charlottenburg (Berlin);Berlin;Software;;;1938.0;;;;;;;;;;;;;;;
14671;HAIVE UG (haftungsbeschränkt);2021-05-31;HRB 740344;Mannheim;Karlsruhe;Medizin;https://www.hayv.io/;https://www.linkedin.com/company/hayvio/;1943.0;;;;;;;;;;;;;;;
14672;mindR UG (haftungsbeschränkt);2021-05-31;HRB 229818 B;Charlottenburg (Berlin);Berlin;Personal;https://www.mind-r.de/;https://www.linkedin.com/company/mind-r/;1945.0;;;;;;;;;;;;;;;
14673;OneMinute Games UG (haftungsbeschränkt);2021-05-31;HRB 13979;Schwerin;Schwerin;Gaming;http://oneminutegames.net/;;1948.0;;;;;;;;;;;;;;;
14674;Quinarius UG (haftungsbeschränkt);2021-05-31;HRB 229816 B;Charlottenburg (Berlin);Berlin;Medizin;;;1949.0;;;;;;;;;;;;;;;
14675;Rank It UG (haftungsbeschränkt);2021-05-31;HRB 169186;Hamburg;Hamburg;Software;;;1950.0;;;;;;;;;;;;;;;
14676;Star Tooth UG (haftungsbeschränkt);2021-05-31;HRB 106256;Köln;Köln;Gaming;;;1951.0;;;;;;;;;;;;;;;
14677;The Weinyard UG (haftungsbeschränkt);2021-05-31;HRB 229986 B;Charlottenburg (Berlin);Berlin;eCommerce;https://theweinyard.de/;;1953.0;;;;;;;;;;;;;;;
14678;dSports UG (haftungsbeschränkt);2021-05-29;HRB 266539;München;München;Sport;https://dsports.io/;https://www.linkedin.com/company/dsports/about/;1957.0;;;;;;;;;;;;;;;
14679;Seatti UG (haftungsbeschränkt);2021-05-29;HRB 266542;München;Berg;Personal;https://www.seatti.co/;https://www.linkedin.com/company/seatti/;1958.0;;;;;;;;;;;;;;;
14680;Friendly Cloud UG (haftungsbeschränkt);2021-05-28;HRB 266515;München;München;Software;http://www.friendly.cloud/;;1961.0;;;;;;;;;;;;;;;
14681;LOKK UG (haftungsbeschränkt);2021-05-28;HRB 518284;Jena;Weimar;Software;https://lokk-platform.com/;https://www.linkedin.com/company/lokk-ug-haftungsbeschr%C3%A4nkt/;1966.0;;;;;;;;;;;;;;;
14682;Quartier App UG (haftungsbeschränkt);2021-05-28;HRB 24853;Aachen;Aachen;Tourismus;https://www.quartier.app/;https://www.linkedin.com/company/quartier-app/;1967.0;;;;;;;;;;;;;;;
14683;Yo-Plantes UG (haftungsbeschränkt);2021-05-28;HRB 23115 KI;Kiel;Hartenholm;Lebensmittel;https://yo-plantes.com/;;1970.0;;;;;;;;;;;;;;;
14684;BestellEck UG (haftungsbeschränkt);2021-05-27;HRB 740324;Mannheim;Mannheim;Lebensmittel;https://bestelleck.de/;;1971.0;;;;;;;;;;;;;;;
14685;Cada Health UG (haftungsbeschränkt);2021-05-27;HRB 229761 B;Charlottenburg (Berlin);Berlin;Medizin;http://cadahealth.com/;https://www.linkedin.com/company/cada-health/about/;1973.0;;;;;;;;;;;;;;;
14686;FASTEQ UG (haftungsbeschränkt);2021-05-27;HRB 12702;Landshut;Furth;Finanzbereich;https://fasteq.net/;;1976.0;;;;;;;;;;;;;;;
14687;The Fair Cottage UG (haftungsbeschränkt);2021-05-27;HRB 229804 B;Charlottenburg (Berlin);Berlin;eCommerce;https://thefaircottage.com/;https://www.linkedin.com/company/the-fair-cottage/;1984.0;;;;;;;;;;;;;;;
14688;Verkio UG (haftungsbeschränkt);2021-05-27;HRB 229758 B;Charlottenburg (Berlin);Berlin;Finanzbereich;https://verkio.de/;;1986.0;;;;;;;;;;;;;;;
14689;Ascent Coachings UG (haftungsbeschränkt);2021-05-26;HRB 229721 B;Charlottenburg (Berlin);Berlin;Software;;;1987.0;;;;;;;;;;;;;;;
14690;Büene UG (haftungsbeschränkt);2021-05-26;HRB 229754 B;Charlottenburg (Berlin);Berlin;Medien;;;1988.0;;;;;;;;;;;;;;;
14691;CareTwice UG (haftungsbeschränkt);2021-05-26;HRB 779340;Stuttgart;Stuttgart;eCommerce;https://caretwice.com/;https://www.linkedin.com/company/caretwice/;1989.0;;;;;;;;;;;;;;;
14692;GamingScope UG (haftungsbeschränkt);2021-05-26;HRB 779347;Stuttgart;Stuttgart;Gaming;https://gamingscope.de/;;1994.0;;;;;;;;;;;;;;;
14693;Wunderbook UG (haftungsbeschränkt);2021-05-26;HRB 229767 B;Charlottenburg (Berlin);Berlin;eCommerce;http://wunderbook.de/;;1996.0;;;;;;;;;;;;;;;
14694;averest.io UG (haftungsbeschränkt);2021-05-25;HRB 229730 B;Charlottenburg (Berlin);Berlin;Medien;https://averest.io/;;1998.0;;;;;;;;;;;;;;;
14695;Caliberation UG (haftungsbeschränkt);2021-05-25;HRB 102023;Darmstadt;Darmstadt;Industrie;http://www.caliberation.com/;https://www.linkedin.com/company/caliberation/;2001.0;;;;;;;;;;;;;;;
14696;curam UG (haftungsbeschränkt);2021-05-25;HRB 779326;Stuttgart;Stuttgart;Software;;;2002.0;;;;;;;;;;;;;;;
14697;urban beta UG (haftungsbeschränkt);2021-05-25;HRB 229701 B;Charlottenburg (Berlin);Berlin;Bauwesen;http://www.urban-beta.de/;https://www.linkedin.com/company/urban-beta/;2008.0;;;;;;;;;;;;;;;
14698;viivaa UG (haftungsbeschränkt);2021-05-25;HRB 740274;Mannheim;Mannheim;Bildung;https://www.viivaa.de/;https://www.linkedin.com/company/viivaa/about/;2009.0;;;;;;;;;;;;;;;
14699;Donable UG (haftungsbeschränkt);2021-05-21;HRB 740258;Mannheim;Mannheim;Finanzbereich;https://www.donable.net/;;2015.0;;;;;;;;;;;;;;;
14700;foreControl UG (haftungsbeschränkt);2021-05-21;HRB 216196;Osnabrück;Bissendorf;Werbung;https://forecontrol.de/;https://www.linkedin.com/company/forecontrol/;2017.0;;;;;;;;;;;;;;;
14701;HAPAHAPA UG (haftungsbeschränkt);2021-05-21;HRB 10156;Ingolstadt;Wettstetten;Software;https://www.hapahapa.app/;https://www.linkedin.com/company/hapahapa/;2021.0;;;;;;;;;;;;;;;
14702;innomii UG (haftungsbeschränkt);2021-05-21;HRB 229643 B;Charlottenburg (Berlin);Berlin;Dienstleistung;https://innomii.com/;https://www.linkedin.com/company/innomii/about/;2022.0;;;;;;;;;;;;;;;
14703;Co CARE UG (haftungsbeschränkt);2021-05-20;HRB 106134;Köln;Köln;Bildung;;;2029.0;;;;;;;;;;;;;;;
14704;Frontiera UG (haftungsbeschränkt);2021-05-20;HRB 229605 B;Charlottenburg (Berlin);Berlin;Software;;;2035.0;;;;;;;;;;;;;;;
14705;Searchlane UG (haftungsbeschränkt);2021-05-20;HRB 169033;Hamburg;Hamburg;Software;http://searchlane.de;;2041.0;;;;;;;;;;;;;;;
14706;zebraunicorn UG (haftungsbeschränkt);2021-05-20;HRB 53663;Offenbach am Main;Dreieich;Software;http://zebraunicorn.de/;;2044.0;;;;;;;;;;;;;;;
14707;Kitchen Only UG (haftungsbeschränkt);2021-05-19;HRB 229600 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://kitchenonly.com/imprint.html;;2052.0;;;;;;;;;;;;;;;
14708;TideOver Studios UG (haftungsbeschränkt);2021-05-19;HRB 779244;Stuttgart;Horb am Neckar;Gaming;https://tideoverstudios.com/;;2057.0;;;;;;;;;;;;;;;
14709;UberApex UG (haftungsbeschränkt);2021-05-19;HRB 229548 B;Charlottenburg (Berlin);Berlin;Software;http://uberapex.de/;;2059.0;;;;;;;;;;;;;;;
14710;Bugoo UG (haftungsbeschränkt);2021-05-18;HRB 221806;Hannover;Hannover;Lebensmittel;https://bugoo.de/;https://www.linkedin.com/company/bugoo-ug/;2062.0;;;;;;;;;;;;;;;
14711;Debevet UG (haftungsbeschränkt);2021-05-18;HRB 229531 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.debevet.de/;https://www.linkedin.com/company/debevet-tierarztsoftware/about/;2063.0;;;;;;;;;;;;;;;
14712;Pets Formula Bagusch UG (haftungsbeschränkt);2021-05-18;HRB 229523 B;Charlottenburg (Berlin);Berlin;eCommerce;;;2070.0;;;;;;;;;;;;;;;
14713;Shiftery UG (haftungsbeschränkt);2021-05-18;HRB 207479;Hildesheim;Algermissen;Dienstleistung;https://shiftery.io/;https://www.linkedin.com/company/shiftery/;2072.0;;;;;;;;;;;;;;;
14714;Ebb & Flow Keg UG (haftungsbeschränkt);2021-05-17;HRB 123054;Frankfurt am Main;Frankfurt am Main;Lebensmittel;https://www.ebbflowkeg.com/;https://www.linkedin.com/company/ebb-flow-keg/;2083.0;;;;;;;;;;;;;;;
14715;Tennistree UG (haftungsbeschränkt);2021-05-17;HRB 229517 B;Charlottenburg (Berlin);Berlin;Sport;https://www.tennistree.de/;;2093.0;;;;;;;;;;;;;;;
14716;Visualink UG (haftungsbeschränkt);2021-05-17;HRB 229461 B;Charlottenburg (Berlin);Berlin;Bildung;https://visualink.online/;https://www.linkedin.com/company/visualink-knowledge-graphics/;2094.0;;;;;;;;;;;;;;;
14717;Medicalsight UG (haftungsbeschränkt);2021-05-14;HRB 740169;Mannheim;Mannheim;Medizin;http://medicalsight.de/;;2098.0;;;;;;;;;;;;;;;
14718;Render Technology UG (haftungsbeschränkt);2021-05-14;HRB 227979 B;Charlottenburg (Berlin);Berlin;Software;https://www.render.so/;;2099.0;;;;;;;;;;;;;;;
14719;Nova Travel Ventures UG (haftungsbeschränkt);2021-05-12;HRB 266067;München;Unterhaching;Tourismus;http://novatravel.de/;;2111.0;;;;;;;;;;;;;;;
14720;Powy UG (haftungsbeschränkt);2021-05-12;HRB 33089;Landau;Karlsruhe;Tourismus;https://powy.app/;;2112.0;;;;;;;;;;;;;;;
14721;booqer UG (haftungsbeschränkt);2021-05-11;HRB 15661;Würzburg;Würzburg;Dienstleistung;https://booqer.de/;https://www.linkedin.com/company/booqer-ug/;2116.0;;;;;;;;;;;;;;;
14722;Frida & You UG (haftungsbeschränkt);2021-05-11;HRB 265967;München;München;eCommerce;https://fridaandyou.de/;;2122.0;;;;;;;;;;;;;;;
14723;Human Earth Industries UG (haftungsbeschränkt);2021-05-11;HRB 229310 B;Charlottenburg (Berlin);Berlin;eCommerce;;;2123.0;;;;;;;;;;;;;;;
14724;instingo UG (haftungsbeschränkt);2021-05-11;HRB 266014;München;Gauting;Personal;https://www.instingo.de/;https://www.linkedin.com/company/instingo/;2124.0;;;;;;;;;;;;;;;
14725;MAKECAKE Club UG (haftungsbeschränkt);2021-05-11;HRB 3376;Eschwege;Eschwege;Dienstleistung;https://www.make-cake.de/;;2129.0;;;;;;;;;;;;;;;
14726;PLANOPTO UG (haftungsbeschränkt);2021-05-11;HRB 724194;Freiburg;Freiburg im Breisgau;Medien;https://callsheep.de/;https://www.linkedin.com/company/planopto/;2133.0;;;;;;;;;;;;;;;
14727;MAG UG (haftungsbeschränkt);2021-05-10;HRB 19315;Bochum;Bochum;eCommerce;;;2142.0;;;;;;;;;;;;;;;
14728;oncap UG (haftungsbeschränkt);2021-05-10;HRB 229222 B;Charlottenburg (Berlin);Berlin;Software;http://oncap.de/;;2143.0;;;;;;;;;;;;;;;
14729;Digital Finance FC UG (haftungsbeschränkt);2021-05-08;HRB 18802;Fürth;Erlangen;Finanzbereich;;;2149.0;;;;;;;;;;;;;;;
14730;avegoo UG (haftungsbeschränkt);2021-05-07;HRB 779063;Stuttgart;Balingen;Personal;https://avegoo.de/;https://www.linkedin.com/company/avegoo/;2152.0;;;;;;;;;;;;;;;
14731;BFC UG (haftungsbeschränkt);2021-05-07;HRB 779060;Stuttgart;Tübingen;eCommerce;;;2153.0;;;;;;;;;;;;;;;
14732;Grolivery UG (haftungsbeschränkt);2021-05-07;HRB 20150;Moenchengladbach;Erkelenz;Lebensmittel;;;2156.0;;;;;;;;;;;;;;;
14733;LEVATE UG (haftungsbeschränkt);2021-05-07;HRB 168807;Hamburg;Hamburg;Lebensmittel;https://levate.de/;;2157.0;;;;;;;;;;;;;;;
14734;Naila Technologies UG (haftungsbeschränkt);2021-05-07;HRB 168813;Hamburg;München;eCommerce;http://naila-technologies.com/;;2159.0;;;;;;;;;;;;;;;
14735;PeerCentiles UG (haftungsbeschränkt);2021-05-07;HRB 122951;Frankfurt am Main;Frankfurt am Main;Blockchain / Crypto;https://peercentiles.de/;;2160.0;;;;;;;;;;;;;;;
14736;Planet Airo UG (haftungsbeschränkt);2021-05-07;HRB 229168 B;Charlottenburg (Berlin);Berlin;Umwelttechnologie;https://www.planetairo.com/;https://www.linkedin.com/company/planetairo/;2161.0;;;;;;;;;;;;;;;
14737;Curawork UG (haftungsbeschränkt);2021-05-06;HRB 44336;Bielefeld;Bielefeld;Personal;https://www.curawork.online/;https://www.linkedin.com/company/curawork/;2167.0;;;;;;;;;;;;;;;
14738;Dormciety UG (haftungsbeschränkt);2021-05-06;HRB 19312;Bochum;Bochum;Software;https://dormciety.de/;https://www.linkedin.com/company/dormciety/;2168.0;;;;;;;;;;;;;;;
14739;flow3 UG (haftungsbeschränkt);2021-05-06;HRB 105943;Köln;Köln;Medizin;https://flowdrei.de/;;2169.0;;;;;;;;;;;;;;;
14740;Tethabyte UG (haftungsbeschränkt);2021-05-06;HRB 53623;Offenbach am Main;Dietzenbach;Software;https://www.tethabyte.com/;;2173.0;;;;;;;;;;;;;;;
14741;truumi UG (haftungsbeschränkt);2021-05-06;HRB 168782;Hamburg;Hamburg;Personal;http://truumi.de/;;2174.0;;;;;;;;;;;;;;;
14742;Vital Balance UG (haftungsbeschränkt);2021-05-06;HRB 229140 B;Charlottenburg (Berlin);Berlin;Lebensmittel;;;2175.0;;;;;;;;;;;;;;;
14743;Doctor Surf UG (haftungsbeschränkt);2021-05-05;HRB 222379;Hannover;Hannover;eCommerce;https://doctorsurf.de/;;2179.0;;;;;;;;;;;;;;;
14744;Prooki UG (haftungsbeschränkt);2021-05-04;HRB 778975;Stuttgart;Ludwigsburg;Software;https://www.prooki.com/;;2197.0;;;;;;;;;;;;;;;
14745;Traktionswerk 1 UG (haftungsbeschränkt);2021-05-04;HRB 229067 B;Charlottenburg (Berlin);Berlin;Mobilität;http://traktionswerk.de/;;2199.0;;;;;;;;;;;;;;;
14746;PrefabSite UG (haftungsbeschränkt);2021-05-01;HRB 265711;München;München;Bauwesen;https://www.prefabsite.de/;https://www.linkedin.com/company/prefab-site/;2210.0;;;;;;;;;;;;;;;
14747;GoZero UG (haftungsbeschränkt);2021-04-30;HRB 228954 B;Charlottenburg (Berlin);Berlin;Umwelttechnologie;;;2215.0;;;;;;;;;;;;;;;
14748;ARKI Labs UG (haftungsbeschränkt);2021-04-29;HRB 41352;Dresden;Dresden;Software;https://www.arki-labs.com/;;2222.0;;;;;;;;;;;;;;;
14749;infavher UG (haftungsbeschränkt);2021-04-29;HRB 101892;Darmstadt;Darmstadt;eCommerce;https://infavher.com/;https://www.linkedin.com/company/infavher/;2226.0;;;;;;;;;;;;;;;
14750;Mieterio UG (haftungsbeschränkt);2021-04-29;HRB 739974;Mannheim;Karlsruhe;Immobilien;https://www.mieterio.de/;https://www.linkedin.com/company/mieterio/;2228.0;;;;;;;;;;;;;;;
14751;Modern Merchant UG (haftungsbeschränkt);2021-04-29;HRB 168643;Hamburg;Hamburg;eCommerce;;;2230.0;;;;;;;;;;;;;;;
14752;purplehome UG (haftungsbeschränkt);2021-04-29;HRB 778917;Stuttgart;Esslingen am Neckar;Immobilien;https://purplehome.de/;;2234.0;;;;;;;;;;;;;;;
14753;SpaceBot Technologies UG (haftungsbeschränkt);2021-04-29;HRB 7515;Ansbach;Petersaurach;Industrie;;;2235.0;;;;;;;;;;;;;;;
14754;Space Traffic Management UG (haftungsbeschränkt);2021-04-29;HRB 23030 KI;Kiel;Kiel;Industrie;http://space-traffic-management.com/;;2236.0;;;;;;;;;;;;;;;
14755;AGP Digital UG (haftungsbeschränkt);2021-04-28;HRB 228816 B;Charlottenburg (Berlin);Berlin;Bauwesen;;;2240.0;;;;;;;;;;;;;;;
14756;JUST OYLS UG (haftungsbeschränkt);2021-04-28;HRB 739944;Mannheim;Mannheim;eCommerce;https://just-oyls.de/;https://www.linkedin.com/company/just-oyls/;2243.0;;;;;;;;;;;;;;;
14757;KNF Solutions UG (haftungsbeschränkt);2021-04-28;HRB 15645;Würzburg;Unterpleichfeld;Software;;;2244.0;;;;;;;;;;;;;;;
14758;Land and Sea UG (haftungsbeschränkt);2021-04-28;HRB 23028 KI;Kiel;Kiel;Sport;https://www.landandsea-sports.com/;https://www.linkedin.com/company/landandseamats/;2245.0;;;;;;;;;;;;;;;
14759;Lemon Innovation & Technology UG (haftungsbeschränkt);2021-04-28;HRB 778893;Stuttgart;Stuttgart;Software;https://lemontaps.com/;https://www.linkedin.com/company/lemontaps/;2246.0;;;;;;;;;;;;;;;
14760;Advodian UG (haftungsbeschränkt);2021-04-27;HRB 168578;Hamburg;Hamburg;Rechtsberatung;http://advodian.com/;;2256.0;;;;;;;;;;;;;;;
14761;azufi.de UG (haftungsbeschränkt);2021-04-27;HRB 105802;Köln;Köln;Personal;https://azufi.de/;;2258.0;;;;;;;;;;;;;;;
14762;Firework Network UG (haftungsbeschränkt);2021-04-27;HRB 10373;Hamm;Hamm;Medien;;;2263.0;;;;;;;;;;;;;;;
14763;INVRTUAL UG (haftungsbeschränkt);2021-04-27;HRB 18773;Fürth;Erlangen;Software;https://www.invrtual.de/;https://www.linkedin.com/company/invrtual/;2265.0;;;;;;;;;;;;;;;
14764;kruspl UG (haftungsbeschränkt);2021-04-27;HRB 209159;Braunschweig;Königslutter am Elm;eCommerce;https://kruspl.com/;;2266.0;;;;;;;;;;;;;;;
14765;Lonapo UG (haftungsbeschränkt);2021-04-27;HRB 216717;Oldenburg;Jever;eCommerce;https://www.lonapo.com/;;2268.0;;;;;;;;;;;;;;;
14766;The Dream Company UG (haftungsbeschränkt);2021-04-27;HRB 228716 B;Charlottenburg (Berlin);Berlin;Bildung;https://klartraum.app/;;2276.0;;;;;;;;;;;;;;;
14767;WLT We Love Trees UG (haftungsbeschränkt);2021-04-27;HRB 228779 B;Charlottenburg (Berlin);Berlin;Werbung;https://www.appmelder.de/;;2281.0;;;;;;;;;;;;;;;
14768;Inversive Technologies UG (haftungsbeschränkt);2021-04-26;HRB 518158;Jena;Gera;Mobilität;;;2287.0;;;;;;;;;;;;;;;
14769;knugget UG (haftungsbeschränkt);2021-04-26;HRB 26142;Bonn;Bonn;Bildung;https://www.knugg.et/;https://www.linkedin.com/company/knugget/;2288.0;;;;;;;;;;;;;;;
14770;LEAP EdTech UG (haftungsbeschränkt);2021-04-26;HRB 228690 B;Charlottenburg (Berlin);Berlin;Bildung;https://leap-educate.com/;https://www.linkedin.com/company/leap-edtech/;2289.0;;;;;;;;;;;;;;;
14771;Lieferbuddy UG (haftungsbeschränkt);2021-04-24;HRB 38971;Nürnberg;Nürnberg;Lebensmittel;https://www.lieferbuddy.de/;;2295.0;;;;;;;;;;;;;;;
14772;Lokal-Essen.com UG (haftungsbeschränkt);2021-04-23;HRB 34039;Duisburg;Oberhausen;Lebensmittel;https://lokal-essen.com/;https://www.linkedin.com/company/lokalessen/;2300.0;;;;;;;;;;;;;;;
14773;Vulvani UG (haftungsbeschränkt);2021-04-23;HRB 168511;Hamburg;Hamburg;Bildung;https://vulvani.com/;https://www.linkedin.com/company/vulvani/;2310.0;;;;;;;;;;;;;;;
14774;basetools UG (haftungsbeschränkt);2021-04-22;HRB 168494;Hamburg;Buxtehude;Software;https://basetools.io/;;2311.0;;;;;;;;;;;;;;;
14775;Dibsly UG (haftungsbeschränkt);2021-04-22;HRB 105745;Köln;Köln;eCommerce;https://hellodibsly.com/;https://www.linkedin.com/company/dibsly/;2314.0;;;;;;;;;;;;;;;
14776;Naturest UG (haftungsbeschränkt);2021-04-22;HRB 13301;Steinfurt;Altenberge;Lebensmittel;http://naturest.de/;;2318.0;;;;;;;;;;;;;;;
14777;AMEXIS UG (haftungsbeschränkt);2021-04-21;HRB 739864;Mannheim;Bruchsal;Industrie;https://www.amexis.io/;;2326.0;;;;;;;;;;;;;;;
14778;CK Investment UG (haftungsbeschränkt);2021-04-21;HRB 16103;Aschaffenburg;Aschaffenburg;Medizin;voizzr.com;;2329.0;;;;;;;;;;;;;;;
14779;FractureSurfaceTechnologies UG (haftungsbeschränkt);2021-04-21;HRB 13788;Arnsberg;Olsberg;Industrie;http://fracturesurface.de/;;2332.0;;;;;;;;;;;;;;;
14780;HomeMeal UG (haftungsbeschränkt);2021-04-21;HRB 228519 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://homemeal.de/;https://www.linkedin.com/company/homemealdeal/;2334.0;;;;;;;;;;;;;;;
14781;LABELITALIA UG (haftungsbeschränkt);2021-04-21;HRB 228461 B;Charlottenburg (Berlin);Berlin;Lebensmittel;;;2337.0;;;;;;;;;;;;;;;
14782;Tinx UG (haftungsbeschränkt);2021-04-21;HRB 26128;Bonn;Bonn;Medien;https://tinx.app/;;2342.0;;;;;;;;;;;;;;;
14783;Visiosax UG (haftungsbeschränkt);2021-04-21;HRB 41311;Dresden;Pirna;Medizin;http://visiosax.de/;;2343.0;;;;;;;;;;;;;;;
14784;FIWHA UG (haftungsbeschränkt);2021-04-20;HRB 26126;Bonn;Bonn;eCommerce;https://fiwha.de/;https://www.linkedin.com/company/fiwha/;2347.0;;;;;;;;;;;;;;;
14785;PAFYM UG (haftungsbeschränkt);2021-04-20;HRB 168403;Hamburg;Hamburg;eCommerce;https://pafym.com/;;2353.0;;;;;;;;;;;;;;;
14786;play2play UG (haftungsbeschränkt);2021-04-20;HRB 228460 B;Charlottenburg (Berlin);Berlin;Sport;https://play2play.de/;;2355.0;;;;;;;;;;;;;;;
14787;TRAKKTIVE UG (haftungsbeschränkt);2021-04-20;HRB 105688;Köln;Köln;Sport;https://www.trakktive.de/;https://www.linkedin.com/company/trakktive/;2357.0;;;;;;;;;;;;;;;
