year_of_incorporation,startup_name,community_round,angel_syndication,funding_round_type,changed_shareholder_structure,hot_spot,average_status,number_external_shareholders,number_angels
2021,flowdrive GmbH,0,0,0,0,0,0.0,2,1
2021,m4 wireless GmbH,0,0,0,0,1,0.0,1,1
2021,Intelligent Energy Transformation GmbH,0,0,0,0,0,1.0,1,1
2021,Mimetik UG (haftungsbeschränkt),0,0,0,1,0,0.0,1,1
2021,Meaningful Travel GmbH,0,0,1,0,0,0.0,7,1
2021,LEX AI GmbH,0,1,1,1,0,0.0,4,2
2021,Lesido GmbH,1,0,1,1,1,1.0,9,1
2021,Social Moms GmbH,0,0,0,1,1,0.0,3,1
2021,Neural Search Labs GmbH,0,0,0,0,0,0.0,1,1
2021,ostermeier H2ydrogen Solutions GmbH,0,1,1,1,1,1.0,38,14
2021,CUDA GmbH,1,0,0,1,1,0.0,1,1
2021,Moojo GmbH,0,0,0,1,1,0.0,1,1
2021,HOMB GmbH,0,0,1,0,0,0.0,9,1
2021,Mixups! GmbH,0,0,0,0,1,0.0,1,1
2021,Printoptix GmbH,0,0,0,0,0,0.0,2,1
2021,CLUBA GmbH,0,0,0,0,0,0.0,1,1
2021,ONTHEGO GmbH,0,0,1,0,0,0.0,3,1
2021,FJU GmbH,1,0,1,0,0,0.0,3,1
2021,DeFining Capital GmbH,0,0,0,0,0,0.0,3,1
2021,BIOVOX GmbH,1,1,0,1,0,0.0,4,3
2021,doinstruct Media GmbH,0,0,0,0,0,0.0,1,1
2021,Sentalytics UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2021,Univents GmbH,0,0,0,0,0,0.0,2,1
2021,Fabit GmbH,0,0,1,0,1,0.0,9,1
2021,doinstruct Software GmbH,0,0,0,1,0,0.0,3,1
2021,runamics GmbH,0,0,0,1,0,0.0,2,1
2021,Scoby UG (haftungsbeschränkt),0,0,0,1,0,1.0,4,1
2021,Circleback GmbH,0,0,0,0,1,0.0,1,1
2021,The Impact Company GmbH,0,0,0,1,1,0.0,2,1
2021,DEOXY GmbH,0,0,0,0,1,0.0,2,1
2021,una.cycle UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2021,Amazing Brands Group GmbH,1,1,1,1,0,1.0,38,9
2021,codelane GmbH,0,0,0,0,0,0.0,3,1
2021,VAYS GmbH,0,0,1,1,0,0.0,5,1
2021,TIOLI GmbH,0,0,0,1,0,0.0,2,1
2021,cleverly edu GmbH,1,1,1,1,1,1.0,15,7
2021,x-cardiac GmbH,1,1,1,1,1,0.0,10,2
2021,DNA GmbH,0,0,0,0,0,0.0,1,1
2021,VESTUR UG (haftungsbeschränkt),0,0,0,0,0,0.0,2,1
2021,SpeedVille Digital GmbH,0,0,0,0,0,0.0,1,1
2021,Tapline UG (haftungsbeschränkt),0,0,0,1,1,1.0,2,1
2021,Stage.cloud GmbH,0,1,0,1,0,0.0,3,3
2021,SmartOrthoSolutions GmbH,0,0,1,1,0,0.0,3,1
2021,SmartDecon GmbH,0,1,0,1,0,0.0,2,2
2021,OUR GREENERY GmbH,0,0,1,1,1,0.0,4,1
2021,POOL Music GmbH,0,0,0,0,1,0.0,2,1
2021,Angelize Program GmbH,1,0,0,1,1,1.0,2,1
2021,SaxonQ GmbH,0,0,0,1,0,0.0,1,1
2021,Vourus GmbH,0,1,0,1,0,0.0,2,2
2021,FrontNow GmbH,0,1,0,1,1,0.0,4,3
2021,sento GmbH,1,0,1,1,1,1.0,6,1
2021,CrossBeau Brewing UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2021,Nanahoa GmbH,1,0,0,0,1,0.0,1,1
2021,B66 Therapeutics GmbH,0,0,1,0,0,0.0,6,1
2021,WTFood GmbH,0,0,1,1,1,0.0,4,1
2021,Pastalab UG (haftungsbeschränkt),0,0,0,1,0,0.0,2,1
2021,CoIQ GmbH,0,1,1,1,0,1.0,5,2
2021,Tilo Tech GmbH,1,1,1,1,1,1.0,4,2
2021,DnA Industry Solutions GmbH,0,0,0,0,0,0.0,1,1
2021,Mimotype Technologies GmbH,1,1,1,0,1,1.0,13,2
2021,eGora GmbH,0,0,0,1,1,0.0,2,1
2021,Innmaker GmbH,0,0,0,1,1,0.0,1,1
2021,homeDX GmbH,0,0,1,0,1,0.0,3,1
2021,Hoodie Hoo Technologies GmbH,0,0,0,1,0,0.0,2,1
2021,Omiqa Bioinformatics GmbH,0,0,0,1,1,0.0,2,1
2021,wyz GmbH,1,0,0,1,0,1.0,3,1
2021,Anthrobotics GmbH,0,0,0,0,1,0.0,3,1
2021,Hinterland GmbH,0,0,1,1,0,0.0,4,1
2021,Modulhaus One Germany GmbH,1,0,0,1,0,0.0,1,1
2021,The Dude Food Company GmbH,0,0,1,1,0,0.0,9,1
2021,Capsify GmbH,0,0,0,0,1,0.0,1,1
2021,Beneto Foods GmbH,0,0,0,0,0,0.0,1,1
2021,WD Visuals GmbH,0,0,1,1,0,0.0,3,1
2021,3D Fibertech GmbH,0,0,0,1,0,0.0,1,1
2021,e.Volution GmbH,0,0,0,1,0,0.0,1,1
2021,umaversum reproductive health GmbH,1,1,1,0,0,0.0,4,2
2021,aiConomix GmbH,1,0,1,1,0,1.0,6,1
2021,Freemotion Systems GmbH,0,1,0,1,0,0.0,5,2
2021,real-cis GmbH,0,0,1,1,0,0.0,2,1
2021,TRADANTS GmbH,0,0,1,1,0,1.0,3,1
2021,Menta Health GmbH,1,1,1,0,1,1.0,9,6
2021,Edurino GmbH,1,1,1,1,1,1.0,7,3
2021,Fygen Operations GmbH,0,0,0,0,0,0.0,3,1
2021,Leek & Ribs Games UG (haftungsbeschränkt),0,0,0,0,0,0.0,3,1
2021,CONROO GmbH,0,0,0,0,0,0.0,2,1
2021,Electrified Classics GmbH,0,0,0,1,0,0.0,4,1
2021,Crimson GmbH,1,1,1,1,1,1.0,24,9
2021,AnyMove GmbH,1,1,1,1,1,1.0,4,2
2021,Clay Health GmbH,0,0,0,1,1,1.0,4,1
2021,VIL GmbH,0,0,1,1,0,0.0,6,1
2021,Proton Camera Innovations GmbH,0,0,0,1,0,0.0,3,1
2021,Twenty8 GmbH,1,0,1,0,0,0.0,2,1
2021,Aware Health GmbH,1,1,1,1,1,1.0,12,8
2021,biddz GmbH,1,1,1,1,1,1.0,12,3
2021,DBG Digitale betriebliche Gesundheitsvorsorge GmbH,0,1,0,0,1,0.0,7,2
2021,Iteration One GmbH,0,0,0,0,0,0.0,2,1
2021,includo GmbH,0,0,0,1,0,0.0,3,1
2021,Floy GmbH,1,1,1,1,1,1.0,7,4
2021,Konfetti GmbH,0,0,0,1,1,0.0,1,1
2021,OpenVendor UG (haftungsbeschränkt),0,0,0,1,0,0.0,2,1
2021,Farmer.Digital GmbH,0,0,0,0,0,0.0,2,1
2021,Quadruped Robotics UG (haftungsbeschränkt),0,0,0,0,0,0.0,2,1
2021,myterial GmbH,0,0,0,0,1,0.0,2,1
2021,LOCATA Analytics GmbH,1,1,0,1,0,0.0,2,2
2021,JMC Footwear GmbH,0,0,0,0,1,0.0,3,1
2021,ORILABO Project GmbH,0,1,0,0,0,0.0,3,2
2021,Rysk GmbH,0,0,0,1,1,0.0,1,1
2021,NIRLAB science UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2021,Inspire Technologies GmbH,0,0,0,1,0,1.0,2,1
2021,Qdrant Solutions GmbH,0,1,1,1,1,0.0,12,4
2021,COUP Technologies UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2021,intestx GmbH,1,0,0,0,1,0.0,2,1
2021,Yonikorn GmbH,0,0,0,0,1,0.0,2,1
2021,natuamo GmbH,0,1,0,0,0,0.0,3,3
2021,FintechX GmbH,1,1,1,0,0,1.0,8,4
2021,Upmin Holding GmbH,1,1,1,1,1,1.0,11,3
2021,GOLFLEADS GmbH,0,0,1,1,0,0.0,4,1
2021,Crowd Technologies GmbH,0,0,1,0,0,0.0,2,1
2021,Female Health & Pleasure GmbH,0,0,0,0,1,1.0,3,1
2021,fraud0 GmbH,0,0,1,1,1,0.0,3,1
2021,Überland GmbH,0,1,1,0,0,0.0,4,2
2021,SemiMod UG (haftungsbeschränkt),0,0,0,1,0,0.0,1,1
2021,traide AI GmbH,0,0,0,1,1,0.0,1,1
2021,Mistho GmbH,1,1,0,1,1,1.0,3,2
2021,Panazee GmbH,1,0,0,1,0,1.0,2,1
2021,UMH Systems GmbH,0,0,0,1,0,0.0,2,1
2021,Payrails GmbH,1,1,1,1,1,1.0,14,2
2021,Recunited GmbH,0,0,0,0,1,0.0,1,1
2021,Collego GmbH,0,0,0,0,1,0.0,2,1
2021,AUTOVIO GmbH,1,1,0,1,1,0.0,8,2
2021,kroot GmbH,1,0,0,1,1,0.0,2,1
2021,Polymetis GmH,0,0,0,1,0,0.0,2,1
2021,MAYD Group GmbH,1,0,1,1,1,1.0,4,1
2021,Ayuna Hub UG (haftungsbeschränkt),0,0,0,0,0,0.0,2,1
2021,Creatify GmbH,0,1,0,1,0,0.0,2,2
2021,smartbax GmbH,1,0,0,1,1,0.0,2,1
2021,ZERO defects GmbH,0,0,0,0,1,0.0,3,1
2021,APOYNT Software GmbH,0,0,1,0,0,0.0,7,1
2021,Frida & Fritz GmbH,0,0,0,0,1,0.0,1,1
2021,SWAN Beauty Tech GmbH,0,0,1,1,0,0.0,6,1
2021,Gaudy Foods GmbH,1,0,0,1,1,1.0,1,1
2021,Massive Beams GmbH,0,0,0,0,1,0.0,4,1
2021,ZenKoPA GmbH,0,0,0,0,0,0.0,1,1
2021,CERTAIN GmbH,0,0,1,0,0,0.0,3,1
2021,nowomed science UG (haftungsbeschränkt),0,0,0,1,0,0.0,1,1
2021,NaPaGen UG (haftungsbeschränkt),0,0,0,0,0,0.0,3,1
2021,VoiceLine GmbH,1,1,1,0,1,1.0,11,4
2021,PXR Tech GmbH,1,0,1,1,1,0.0,2,1
2021,Hexflow GmbH,0,0,0,1,0,0.0,4,1
2021,baumento GmbH,0,0,0,1,0,0.0,2,1
2021,Kyon Energy GmbH,0,0,0,1,1,0.0,1,1
2021,Think-tech! GmbH,1,0,0,0,0,0.0,1,1
2021,Cytolytics GmbH,0,0,0,0,0,0.0,3,1
2021,Fiesta GmbH,1,0,0,0,0,0.0,3,1
2021,KitchX GmbH,0,0,1,1,0,0.0,5,1
2021,Grovy Tech GmbH,1,1,0,1,0,1.0,4,2
2021,Craft Clarity GmbH,0,0,1,1,1,0.0,3,1
2021,Regpit GmbH,1,0,0,1,1,0.0,1,1
2021,GA. Digital GmbH,0,0,0,1,0,0.0,1,1
2021,SESSIONS.link GmbH,0,1,1,1,1,0.0,5,2
2021,Simpmatch GmbH,1,1,1,1,1,1.0,12,3
2021,Climatiq Technologies GmbH,1,0,1,1,1,0.0,6,1
2021,IMG Fibertech GmbH,0,0,0,0,0,0.0,1,1
2021,Milkly GmbH,0,0,0,0,0,0.0,1,1
2021,Makula Technology GmbH,0,0,0,1,1,0.0,1,1
2021,Blue Planet Food GmbH,1,1,1,0,1,1.0,10,4
2021,Hyped Ventures GmbH,0,0,0,0,0,0.0,2,1
2021,021 Software GmbH,0,0,1,1,0,0.0,4,1
2021,inotronix GmbH,0,0,0,0,0,0.0,1,1
2021,MASSAY GmbH,0,0,0,1,1,0.0,1,1
2021,Datamin GmbH,1,1,1,1,1,1.0,5,2
2021,Teamsports AI GmbH,0,1,0,1,1,0.0,6,2
2021,TRAKKTIVE UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2021,HllVE UG (haftungsbeschränkt),0,0,0,1,1,1.0,1,1
2021,detective.solutions GmbH,0,0,0,0,0,0.0,1,1
2021,EnterData GmbH,0,0,0,0,0,0.0,1,1
2021,TCG-Vault GmbH,1,0,0,1,0,1.0,3,1
2021,Dearest GmbH,1,0,0,1,1,1.0,3,1
2021,PlanHero Software GmbH,0,1,0,1,0,0.0,2,2
2021,goodcarbon GmbH,0,0,0,1,1,0.0,3,1
2021,Flash Labs GmbH,1,0,0,0,1,1.0,1,1
2021,Countercheck GmbH,0,0,0,1,1,0.0,1,1
2021,kompensio UG (haftungsbeschränkt),0,0,0,0,0,0.0,4,1
2021,DPO STAR GmbH,1,0,1,1,1,0.0,4,1
2021,holy shocolate GmbH,0,0,0,0,1,0.0,4,1
2021,Dine In Taste GmbH,1,0,1,1,1,0.0,4,1
2021,Fysor GmbH,0,0,0,0,0,0.0,4,1
2021,NaPaGen GmbH,0,0,0,1,0,0.0,4,1
2021,210x Solutions GmbH,0,0,0,1,0,0.0,1,1
2021,eCash+ GmbH,0,1,1,0,0,0.0,5,2
2021,Aqarios GmbH,0,0,0,1,1,0.0,7,1
2021,Teslair GmbH,0,0,0,0,1,0.0,1,1
2021,Mind Your Orbit UG (haftungsbeschränkt),0,0,0,0,0,0.0,6,1
2021,myCor GmbH,0,0,1,0,0,0.0,6,1
2021,Balance 7 Health GmbH,0,0,1,0,0,0.0,5,1
2021,Atheneum Partners Holding GmbH,0,1,1,1,1,0.0,8,3
2021,FOGSTER Technologies GmbH,0,0,0,0,0,0.0,2,1
2021,Pionix GmbH,1,0,1,1,0,0.0,4,1
2021,Algenfels UG (haftungsbeschränkt),0,1,0,0,0,0.0,5,2
2021,maris digital GmbH,0,0,0,0,1,0.0,1,1
2021,Human First GmbH,1,1,1,1,1,1.0,13,5
2021,SpiNNcloud Systems GmbH,0,0,1,0,0,0.0,5,1
2021,StayRaus GmbH,1,1,1,1,1,1.0,11,3
2021,ANTICIPATE GmbH,0,0,0,1,0,0.0,1,1
2021,RS Recommerce Technologies GmbH,0,1,1,1,1,1.0,6,3
2021,Anyskill Technologies GmbH,1,1,1,1,1,0.0,11,5
2021,Yababa GmbH,1,1,1,1,1,1.0,11,2
2021,hugsandplugs GmbH,0,0,1,1,0,0.0,3,1
2021,Vistas Technology GmbH,0,0,0,1,1,0.0,1,1
2021,Themis Digital GmbH,0,0,0,1,1,0.0,3,1
2021,GamerGrid GmbH,0,0,1,1,0,0.0,5,1
2021,Goldn GmbH,1,1,1,1,0,1.0,10,3
2021,ShoeFitter GmbH,0,0,0,0,0,0.0,1,1
2021,Helsing GmbH,1,1,1,1,1,1.0,25,6
2021,TrustLane Solutions GmbH,1,0,1,0,0,0.0,4,1
2021,baybies GmbH,0,0,0,1,1,0.0,3,1
2021,Triviar Education GmbH,0,0,1,1,0,0.0,3,1
2021,mogenius GmbH,1,0,0,1,0,0.0,6,1
2021,noxt! GmbH,0,0,0,0,0,0.0,1,1
2021,Brain4Media GmbH,0,0,0,0,0,0.0,2,1
2021,Atlas Metrics GmbH,1,1,1,1,1,1.0,11,2
2021,Local to go GmbH,0,1,0,0,0,0.0,2,2
2021,Melted Entertainment GmbH,0,1,0,1,0,0.0,2,2
