year_of_incorporation,startup_name,community_round,angel_syndication,funding_round_type,changed_shareholder_structure,hot_spot,average_status,number_external_shareholders,number_angels
2019,readable.ai GmbH,0,0,0,0,0,0.0,1,1
2019,Circunomics GmbH,0,1,1,1,0,1.0,9,2
2019,Energy Robotics GmbH,0,1,1,1,0,0.0,7,2
2019,OWN Capital GmbH,0,0,0,1,1,0.0,1,1
2019,Fahrengold GmbH,0,0,0,1,1,0.0,4,1
2019,Yepoda GmbH,1,0,0,1,1,0.0,1,1
2019,XaaSfarm GmbH,0,0,0,0,1,0.0,2,1
2019,SliderStraw UG (haftungsbeschränkt),0,0,0,1,1,0.0,1,1
2019,felmo GmbH,1,1,1,1,1,0.0,11,3
2019,GreatestWines.com GmbH,1,1,1,1,0,1.0,9,2
2019,Better by Less GmbH,0,0,1,0,0,0.0,10,1
2019,CLT Creative Learning Technologies GmbH,0,0,1,0,0,0.0,3,1
2019,EP Food GmbH,0,0,0,1,1,0.0,4,1
2019,SPREAD GmbH,1,1,1,1,1,1.0,15,10
2019,ForestGum GmbH,1,0,0,0,0,0.0,3,1
2019,Einfach zum Angebot GmbH,0,0,0,0,1,0.0,1,1
2019,DEKORIE GmbH,0,0,0,0,0,0.0,2,1
2019,Osterus GmbH,1,1,1,0,1,1.0,12,2
2019,Airless Fashion GmbH,1,1,0,1,1,1.0,3,2
2019,Mintanine GmbH,1,0,0,0,0,0.0,4,1
2019,Nimbus Health GmbH,1,1,0,1,0,1.0,3,2
2019,Aleph Alpha GmbH,0,1,1,1,0,0.0,14,2
2019,Orbem GmbH,1,1,1,1,1,1.0,3,2
2019,Climate Labs GmbH,1,1,1,0,1,1.0,11,4
2019,eevie GmbH,0,0,1,0,0,0.0,8,1
2019,Bosque GmbH,1,0,0,1,1,0.0,2,1
2019,GetSteps GmbH,1,1,0,1,1,1.0,16,4
2019,White Label Advisory GmbH,0,0,1,1,0,0.0,4,1
2019,Better Basics Laborbedarf GmbH,0,0,1,0,0,0.0,6,1
2019,Maniko Nails GmbH,1,1,1,1,1,0.0,8,2
2019,OCELL GmbH,1,1,1,1,1,1.0,7,4
2019,Zavvy GmbH,1,1,1,1,1,1.0,17,10
2019,Deep Safety GmbH,0,0,0,0,1,0.0,3,1
2019,cirplus GmbH,1,0,1,1,0,0.0,10,1
2019,fivefingergames GmbH,0,0,0,0,0,0.0,3,1
2019,Declareme GmbH,1,1,0,1,0,1.0,4,2
2019,Clinomic GmbH,0,0,1,1,0,0.0,7,1
2019,HIGENA Cleansing and Cosmetics GmbH,1,0,1,0,0,0.0,5,1
2019,BlueLotus.AI GmbH,0,0,0,1,0,0.0,4,1
2019,Gentlemen Socks Club GmbH,0,0,0,0,0,0.0,2,1
2019,ConcR GmbH,0,0,0,0,1,0.0,1,1
2019,Deep Platforms GmbH,0,0,0,0,1,0.0,1,1
2019,Alcemy GmbH,1,0,1,1,1,1.0,7,1
2019,stone-H UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2019,corvitac GmbH,0,0,0,1,0,0.0,1,1
2019,Cuore Technology Hamburg GmbH,0,0,0,0,0,0.0,3,1
2019,Aitme GmbH,1,1,1,1,1,1.0,13,3
2019,UNLCKED UG (haftungsbeschränkt),0,0,1,1,0,0.0,3,1
2019,Resilience Digital Solutions GmbH,1,0,1,1,0,0.0,4,1
2019,Avareto GmbH,0,0,0,1,1,0.0,4,1
2019,Evernest GmbH,1,1,1,1,0,1.0,12,3
2019,Emerging Insights GmbH,0,0,0,0,0,0.0,2,1
2019,DeepEyes GmbH,0,0,0,1,1,0.0,5,1
2019,smirror GmbH,0,0,0,0,0,0.0,3,1
2019,ETX Abwicklungsgesellschaft mbH,0,0,0,0,1,0.0,1,1
2019,Nia Health GmbH,1,0,1,1,1,0.0,3,1
2019,Aeditive GmbH,1,1,1,1,0,1.0,20,5
2019,Heritas GmbH,1,1,1,1,1,1.0,6,2
2019,PSS - Pharma Service Systeme GmbH,0,0,1,1,0,0.0,7,1
2019,TRI Thinking Research Instruments GmbH,1,0,1,1,0,0.0,3,1
2019,auteon GmbH,1,1,1,1,1,1.0,5,3
2019,ASENETY UG (haftungsbeschränkt),0,0,0,1,0,0.0,3,1
2019,Ababax Health GmbH,0,0,1,0,1,0.0,3,1
2019,VF Nutrition GmbH,0,0,0,1,1,0.0,1,1
2019,cloudstock GmbH,0,0,0,0,0,0.0,1,1
2019,XT Xia Tea GmbH,0,0,1,0,1,0.0,4,1
2019,Amira Media GmbH,0,0,1,1,0,0.0,8,1
2019,Superfood Factory GmbH,1,1,1,1,1,0.0,7,3
2019,Future4Retail GmbH,0,0,0,0,0,0.0,1,1
2019,Kulero GmbH,0,0,1,0,0,1.0,5,1
2019,DeepUp GmbH,0,1,1,1,0,0.0,7,2
2019,HiPeople GmbH,1,1,1,0,1,0.0,8,2
2019,Donut Technologies GmbH,1,1,1,1,1,1.0,9,3
2019,Unidy GmbH,0,0,1,1,0,0.0,2,1
2019,Influnate GmbH,0,0,1,0,1,0.0,4,1
2019,Custom Surgical GmbH,0,0,1,0,1,0.0,6,1
2019,Norden Vaccines GmbH,0,0,0,1,0,0.0,6,1
2019,Block2Job GmbH,1,1,1,0,0,1.0,7,2
2019,Co-Tasker GmbH,0,0,0,1,1,0.0,3,1
2019,ISVapp GmbH,1,0,0,0,1,0.0,3,1
2019,PAXLY GmbH,1,1,1,1,0,1.0,7,2
2019,Keep Cool Icetrade München GmbH,0,0,0,0,1,0.0,2,1
2019,Urbify Technologies GmbH,0,0,1,1,1,0.0,2,1
2019,Rosenmeister LegalTech GmbH,0,1,0,0,1,0.0,2,2
2019,1Home Solutions GmbH,0,0,1,1,1,0.0,7,1
2019,Uncap GmbH,1,1,1,0,1,1.0,13,3
2019,Lambus GmbH,0,0,0,1,0,0.0,3,1
2019,Animal Lovers Hamburg GmbH,0,1,1,1,0,0.0,3,2
2019,Striazin Sports GmbH,1,0,0,0,0,1.0,2,1
2019,Culevo GmbH,0,0,0,0,1,0.0,2,1
2019,traplinked GmbH,1,1,1,1,0,1.0,8,4
2019,Frequenz Energy-as-a-Service GmbH,1,1,1,1,1,1.0,8,2
2019,Tucan.ai GmbH,0,1,1,1,1,0.0,10,2
2019,QOMUNIFY GmbH,0,0,0,0,0,0.0,1,1
2019,Isarsoft GmbH,0,0,0,0,1,0.0,1,1
2019,Softr Platforms GmbH,1,1,1,1,1,1.0,7,3
2019,FUSE Dating UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2019,GetMomo Financial GmbH,1,0,1,1,1,1.0,3,1
2019,Finoa GmbH,1,0,1,1,1,1.0,9,1
2019,Peers Solutions GmbH,1,1,1,1,1,1.0,14,2
2019,wayvs GmbH,1,1,1,1,1,1.0,17,2
2019,Nimo GmbH,1,0,1,0,1,0.0,9,1
2019,Brainchildren GmbH,0,1,1,1,1,0.0,4,2
2019,Pendect GmbH,1,1,1,1,1,1.0,11,4
2019,FWC - FreewayCamper GmbH,1,1,1,1,1,1.0,13,3
2019,FERNRIDE GmbH,0,0,1,1,1,0.0,8,1
2019,CHARLES GmbH,1,1,1,1,1,1.0,19,7
2019,Studio Bummens GmbH,1,0,1,1,1,0.0,5,1
2019,Culcha GmbH,1,1,1,1,1,1.0,8,2
2019,sync2brain GmbH,0,0,0,0,0,0.0,3,1
2019,Footprint Technologies GmbH,0,1,1,1,1,1.0,15,3
2019,srsfintech UG (haftungsbeschränkt),0,0,0,0,0,0.0,4,1
2019,mitunsleben GmbH,0,0,1,0,1,0.0,20,1
2019,Trisor GmbH,1,0,0,0,1,0.0,2,1
2019,FILICS GmbH,1,0,1,1,1,1.0,11,1
2020,TARGETHUNTING GmbH,0,0,0,1,0,0.0,1,1
2020,iMRail Technology GmbH,0,0,0,0,0,0.0,3,1
2020,RiskMiner GmbH,0,0,0,0,1,0.0,4,1
2020,TLG Health GmbH,0,0,0,1,0,0.0,4,1
2020,German 3D Dental Factory GmbH,0,0,1,0,0,0.0,2,1
2020,Global Esports Entertainment GmbH,0,1,0,1,1,0.0,8,2
2020,urlscan GmbH,0,0,0,0,0,0.0,1,1
2020,one.five GmbH,0,0,1,1,0,0.0,3,1
2020,Bluu GmbH,1,0,0,1,1,1.0,1,1
2020,GauVendi GmbH,0,0,1,1,0,0.0,9,1
2020,PetLEO GmbH,1,1,1,1,1,1.0,9,3
2020,SQIN Technologies GmbH,1,0,0,0,0,0.0,2,1
2020,Upsters Energy GmbH,0,0,0,1,0,0.0,1,1
2020,LawUp UG (haftungsbeschränkt),0,0,0,1,1,0.0,2,1
2020,Weloka Service GmbH,0,0,1,0,0,0.0,4,1
2020,nFRONTIER GmbH,0,0,0,1,1,0.0,5,1
2020,TL Digital Solutions GmbH,1,1,1,1,1,1.0,13,4
2020,PROSION GmbH,1,0,1,1,0,0.0,4,1
2020,Mooneh GmbH,0,0,1,1,1,0.0,5,1
2020,Upblock UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2020,QUIN Technologies GmbH,0,1,1,1,1,1.0,11,4
2020,Gaiali GmbH,1,0,1,1,1,1.0,5,1
2020,Vanilla Steel GmbH,0,0,1,1,1,0.0,10,1
2020,HTC Heritage Type GmbH,1,1,1,1,1,1.0,8,2
2020,Bonnie & Spike GmbH,1,1,1,0,0,1.0,8,4
2020,FarmInsect GmbH,1,1,1,1,1,1.0,12,4
2020,embrace Technologies GmbH,0,0,1,1,1,0.0,9,1
2020,ISU-TEC GmbH,1,0,0,0,0,1.0,1,1
2020,Theion GmbH,1,0,1,1,1,1.0,4,1
2020,caralegal GmbH,0,0,1,1,1,0.0,2,1
2020,Organic Food Studio UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2020,ROB'E GmbH,0,0,0,1,0,0.0,3,1
2020,Cirlo GmbH,0,1,1,0,1,0.0,5,2
2020,Digital Seals GmbH,1,0,0,1,1,0.0,2,1
2020,mix&match GmbH,1,1,1,1,1,1.0,8,4
2020,Burning Technologies UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2020,Commercial Excellence GmbH,0,0,0,1,1,0.0,3,1
2020,Specter Smith UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2020,oohlemon GmbH,0,0,0,1,0,0.0,1,1
2020,Vaccinvent GmbH,0,0,0,1,0,0.0,3,1
2020,Total Fansports GmbH,0,0,0,1,0,0.0,1,1
2020,paretos GmbH,1,1,1,1,0,0.0,7,2
2020,Elara Digital GmbH,0,0,0,0,1,0.0,1,1
2020,LUVIS AI GmbH,0,0,1,1,0,0.0,3,1
2020,voize GmbH,0,0,0,1,1,0.0,1,1
2020,Adap GmbH,0,1,0,1,0,0.0,2,2
2020,Companyon Analytics GmbH,1,0,1,1,0,1.0,5,1
2020,deepc GmbH,1,0,1,1,1,0.0,5,1
2020,comfort lifestyle GmbH,1,0,0,1,1,1.0,1,1
2020,byways GmbH,1,1,1,1,1,1.0,9,3
2020,Performance Recruiting GmbH,1,0,0,1,0,0.0,1,1
2020,Trionigy GmbH,1,0,0,1,0,0.0,1,1
2020,infinnity financial technologies GmbH,1,1,1,1,1,1.0,15,5
2020,Newbility GmbH,0,0,0,0,0,0.0,2,1
2020,CampusGenius GmbH,0,1,1,1,0,0.0,5,2
2020,SILVERTON Tech GmbH,0,0,0,1,0,0.0,2,1
2020,KImedi GmbH,0,0,0,0,0,0.0,6,1
2020,WETOG GmbH,1,1,0,0,0,0.0,6,2
2020,safeB Germany GmbH,0,0,0,0,0,0.0,3,1
2020,DuDeChem GmbH,1,1,1,1,1,1.0,15,4
2020,Voycer Digital GmbH,1,0,1,1,1,0.0,8,1
2020,COLOR JACK GmbH,0,0,1,1,1,0.0,2,1
2020,mbiomics GmbH,0,0,1,1,1,0.0,3,1
2020,Medical Apps GmbH,0,0,1,0,0,0.0,3,1
2020,ActiTrexx GmbH,1,1,1,0,0,1.0,8,2
2020,REK Innovation GmbH,0,0,0,1,1,0.0,2,1
2020,MKAST UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2020,compa Construction Solutions GmbH,1,1,1,1,1,1.0,17,4
2020,Gordon Health Academy GmbH,1,0,1,1,0,1.0,3,1
2020,Soulside GmbH,0,0,0,0,1,0.0,1,1
2020,Vitomy UG (haftungsbeschränkt),0,0,0,0,1,0.0,2,1
2020,10er Karte GmbH,0,0,0,0,0,0.0,4,1
2020,Catena GmbH,1,0,1,0,1,0.0,11,1
2020,Revincus GmbH,0,0,1,1,0,0.0,4,1
2020,Sleep Tech GmbH,0,1,1,1,0,0.0,3,2
2020,Legislayer GmbH,0,1,0,0,1,0.0,2,2
2020,1648 Factory GmbH,0,0,1,1,0,1.0,7,1
2020,onetask.ai GmbH,0,0,0,1,1,0.0,2,1
2020,aHead Solutions GmbH,1,0,1,1,1,1.0,3,1
2020,Eracron GmbH,0,0,0,0,1,0.0,3,1
2020,embedded ocean GmbH,1,0,1,0,1,0.0,5,1
2020,The Plant Box GmbH,1,1,1,1,1,0.0,7,2
2020,CooperHire GmbH,0,0,0,0,1,0.0,1,1
2020,Deep Health GmbH,0,0,0,0,1,0.0,1,1
2020,U-PAX GmbH,0,0,0,1,1,0.0,1,1
2020,ALMA PHIL GmbH,0,0,0,1,1,0.0,1,1
2020,Wunderproducts GmbH,1,0,1,0,1,1.0,4,1
2020,handly GmbH,1,1,0,1,1,0.0,4,3
2020,New.MOOVE GmbH,0,0,1,0,0,0.0,2,1
2020,EUMEPRO GmbH,0,0,1,0,0,0.0,3,1
2020,KUNO GmbH,1,0,1,1,1,0.0,4,1
2020,ensun GmbH,0,0,1,1,0,0.0,2,1
2020,minum GmbH,0,0,1,1,1,0.0,3,1
2020,cmmrcl.ly GmbH,0,1,1,1,0,1.0,7,2
2020,CONNECT Mobility GmbH,0,0,0,1,0,0.0,2,1
2020,pandapass GmbH,1,0,0,0,1,0.0,10,1
2020,Twinwin GmbH,1,1,1,1,1,1.0,10,4
2020,TUTAKA GmbH,0,0,1,1,0,0.0,4,1
2020,Cephoria GmbH,0,0,0,0,0,0.0,2,1
2020,mipart GmbH,0,1,0,0,0,0.0,2,2
2020,TCC GmbH,0,0,0,1,0,0.0,2,1
2020,Monite GmbH,0,0,0,1,1,1.0,1,1
2020,35up GmbH,0,0,1,1,1,0.0,5,1
2020,Law & Audrey Legal Tech UG (haftungsbeschränkt),0,0,0,1,0,0.0,1,1
2020,comdeo GmbH,0,0,0,1,0,0.0,3,1
2020,RR Technologies GmbH,1,1,1,1,1,1.0,23,8
2020,Digital Reset UG (haftungsbeschränkt),0,0,0,0,0,0.0,2,1
2020,Fobe.me GmbH,0,0,1,1,1,0.0,3,1
2020,EntoSus GmbH,0,1,0,1,0,0.0,4,2
2020,CareLove GmbH,0,0,0,0,0,0.0,1,1
2020,Verbally GmbH,1,1,1,0,1,1.0,12,8
2020,BetterTogether Ventures GmbH,1,1,1,1,1,1.0,13,6
2020,TIF - The Impact Farm GmbH,0,0,0,0,1,0.0,3,1
2020,Quantum Technologies UG (haftungsbeschränkt),0,0,0,1,0,0.0,3,1
2020,Pick & Pack 24 GmbH,0,1,1,0,0,0.0,4,2
2020,Weflow GmbH,1,0,1,1,1,1.0,5,1
2020,eTree mobility GmbH,0,1,1,1,0,0.0,5,2
2020,HOLY Drinks GmbH,0,1,0,0,0,0.0,5,2
2020,CapCo Bio GmbH,0,0,1,1,0,0.0,5,1
2020,MITOS GmbH,1,0,1,1,0,1.0,6,1
2020,Digital Blast GmbH,1,1,1,0,0,1.0,9,3
2020,Todix GmbH,1,0,1,1,0,0.0,2,1
2020,SELCAL GmbH,0,0,0,1,0,0.0,1,1
2020,Starpost 030 GmbH,0,0,0,0,1,0.0,1,1
2020,Xplainme GmbH,0,0,0,0,0,0.0,2,1
2020,Rocket Fitness GmbH,0,0,0,0,0,0.0,2,1
2020,hier foods GmbH,1,0,1,1,1,1.0,3,1
2020,TCC The Care Company GmbH,1,0,0,0,0,0.0,3,1
2020,Halbestunde GmbH,0,1,1,1,0,0.0,8,2
2020,Mazu Group GmbH,1,1,0,0,1,1.0,3,2
2020,Rhenlic GmbH,0,1,0,0,1,0.0,4,3
2020,SYNCED GmbH,0,1,1,1,0,0.0,3,2
2020,blonder GmbH,0,0,0,1,1,0.0,3,1
2020,Regiobuy UG (haftungsbeschränkt),0,0,0,1,0,0.0,3,1
2020,Vorsorge One GmbH,0,0,0,0,0,0.0,3,1
2020,tokenstreet GmbH,0,0,1,1,1,0.0,4,1
2020,Startup Insider GmbH,1,1,1,1,1,1.0,21,6
2020,Priceloop GmbH,1,1,1,0,1,1.0,11,3
2020,bel.guard GmbH,0,0,0,0,1,0.0,1,1
2020,Farmerscent GmbH,0,0,0,0,0,0.0,1,1
2020,CROWDBUILDING Technology GmbH,0,0,0,0,1,0.0,2,1
2020,Swaarm Tech GmbH,1,1,0,1,1,1.0,5,4
2020,exfinity GmbH,0,0,0,0,1,0.0,1,1
2020,Perfguide GmbH,0,1,0,0,0,0.0,2,2
2020,Elgio UG (haftungsbeschränkt),0,0,0,0,0,0.0,2,1
2020,AVENYR GmbH,0,0,0,1,1,0.0,4,1
2020,Neo Commerce GmbH,1,1,1,1,1,1.0,9,4
2020,Healthtech Ventures GmbH,1,1,1,1,0,1.0,5,3
2020,Trufflepig IT-Forensics GmbH,0,0,0,1,1,0.0,2,1
2020,Apply Z GmbH,0,0,0,1,0,1.0,1,1
2020,fyrfeed GmbH,0,0,0,1,1,1.0,1,1
2020,BODYCLOCK Technologies GmbH,0,0,1,0,1,0.0,4,1
2020,Unifai GmbH,1,0,1,0,1,0.0,3,1
2020,Sysmagine GmbH,0,0,0,0,0,0.0,2,1
2020,Enari GmbH,0,0,0,0,1,0.0,4,1
2020,Every. GmbH,0,0,1,1,1,0.0,2,1
2020,codevance software development GmbH,0,1,1,0,0,0.0,3,2
2020,VIMETRA GmbH,0,0,0,0,0,0.0,2,1
2020,reachtag GmbH,0,0,0,0,1,0.0,4,1
2020,Carealytix GmbH,0,0,0,1,0,0.0,2,1
2020,Solarize Energy Solutions GmbH,1,0,1,1,0,1.0,13,1
2020,Stoff2 GmbH,0,0,0,1,1,0.0,4,1
2020,BeYourHero GmbH,0,0,0,0,0,0.0,1,1
2020,mim technologies GmbH,0,1,1,1,1,0.0,9,3
2020,Good Candy GmbH,0,0,1,0,1,0.0,5,1
2020,Chargeback24 GmbH,0,0,0,0,0,0.0,2,1
2020,B.Lance UG (haftungsbeschränkt),0,0,0,1,1,0.0,1,1
2020,Instawerk GmbH,0,0,1,1,0,0.0,2,1
2020,Lhotse Technologies GmbH,1,1,1,0,1,1.0,21,9
2020,Vertrical GmbH,0,0,0,1,1,0.0,3,1
2020,Infra Equity GmbH,0,0,0,1,1,1.0,8,1
2020,Creatext GmbH,0,0,0,0,1,0.0,1,1
2020,Airive GmbH,0,1,1,1,0,0.0,5,2
2020,Yaliyomo GmbH,1,0,1,1,0,0.0,4,1
2020,nirgend GmbH,0,0,0,1,0,0.0,3,1
2020,safetee technologies GmbH,0,0,1,1,0,0.0,3,1
2020,Avi Medical GmbH,1,1,1,1,1,1.0,27,9
2020,Saiga GmbH,1,1,1,0,1,1.0,15,4
2020,Oxi Event GmbH,0,0,1,0,1,0.0,6,1
2020,etalytics GmbH,0,0,0,1,0,0.0,2,1
2020,kyp.ai GmbH,1,1,1,1,0,0.0,11,4
2020,SURFTOWN Hallbergmoos GmbH,0,1,1,1,1,0.0,7,4
2020,Hive Technologies GmbH,1,1,1,1,1,1.0,27,5
2020,Vamos.ai GmbH,0,0,1,1,0,0.0,2,1
2020,Agvolution GmbH,0,0,1,1,0,0.0,6,1
2020,MeinLieblingsposter GmbH,0,0,0,1,0,0.0,7,1
2020,Curavas GmbH,0,1,1,1,1,0.0,5,2
2020,Delightful Finance GmbH,1,1,1,0,1,1.0,9,3
2020,PHARALL GmbH,0,0,0,0,1,0.0,3,1
2020,ONOMOTION Niedersachsen GmbH,0,0,1,0,0,0.0,2,1
2020,FarmTiger GmbH,1,1,1,1,0,1.0,11,5
2020,Ecaria GmbH,1,1,1,1,1,0.0,3,2
2020,Avaa Verjus UG (haftungsbeschränkt),0,0,0,1,1,0.0,1,1
2020,TINY Technologies GmbH,1,1,0,1,0,0.0,10,4
2020,VetVise GmbH,1,1,0,0,0,0.0,5,2
2020,HyPro-Innovations GmbH,0,0,1,0,0,0.0,2,1
2020,PFABO GmbH,1,0,0,1,1,0.0,1,1
2020,WorkMotion Software GmbH,1,1,1,1,1,1.0,35,9
2020,Forget X GmbH,1,1,0,1,1,1.0,5,3
2020,DeepSpin GmbH,1,1,1,0,1,1.0,12,3
2020,New Path Solutions GmbH,0,0,1,0,1,0.0,10,1
2020,ABC Docs UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2020,CP Pharma Innovation UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2020,Abcalis GmbH,0,0,0,1,0,0.0,4,1
2020,Alle Leben GmbH,0,1,0,1,0,0.0,4,2
2020,justairtech GmbH,1,0,0,1,1,0.0,2,1
2020,Tomorrows Education GmbH,1,1,1,1,1,1.0,12,6
2020,Talento Today Football GmbH,1,1,0,0,0,0.0,2,2
2020,HappyGlam GmbH,1,0,0,1,1,0.0,2,1
2020,VesselSens GmbH,0,1,0,1,0,0.0,3,2
2020,Airsiders GmbH,0,0,0,0,1,0.0,2,1
2020,Divizend GmbH,0,0,0,0,1,0.0,2,1
2020,Monet Financial Technologies GmbH,1,0,0,0,0,1.0,3,1
2020,Refurbio GmbH,1,0,1,1,1,0.0,2,1
2020,Aurora Gesundheit GmbH,1,1,0,1,1,1.0,3,2
2020,Carbon Farmed Solutions GmbH,1,0,1,1,1,1.0,5,1
2020,Dermagreen GmbH,0,0,1,1,0,0.0,2,1
2020,ImMa Solutions GmbH,1,1,1,1,1,0.0,7,3
2020,CdC3 GmbH,1,1,1,1,1,0.0,10,4
2020,truemorrow GmbH,0,1,1,1,1,0.0,5,2
2020,Banxware GmbH,1,0,1,1,1,1.0,10,1
2020,Athleez UG (haftungsbeschränkt),1,0,0,1,0,1.0,1,1
2020,Flip GmbH,1,0,0,1,0,0.0,1,1
2020,Trana GmbH,1,0,1,0,1,0.0,5,1
2020,CasuisTec GmbH,0,0,0,1,0,0.0,2,1
2020,NATIX GmbH,0,0,1,1,0,0.0,7,1
2020,kopplr GmbH,0,1,1,0,1,0.0,10,3
2020,FARMCYCLE GmbH,0,1,0,1,0,0.0,3,2
2020,Meshmerize GmbH,0,0,1,1,0,0.0,5,1
2020,VATION GmbH,1,1,1,1,0,1.0,17,11
2020,Secompanion GmbH,1,1,0,1,1,0.0,5,3
2020,Curexsys GmbH,0,0,1,1,0,0.0,2,1
2020,Lylu GmbH,1,1,1,1,0,0.0,8,4
2020,Avatar Engines GmbH,0,0,0,0,0,0.0,1,1
2020,GUCO GmbH,0,0,0,0,0,0.0,2,1
2020,dido GmbH,0,0,0,0,1,0.0,1,1
2020,Steamatic GmbH,0,0,0,1,0,0.0,3,1
2020,Fair Login UG (haftungsbeschränkt),0,0,0,0,0,0.0,1,1
2020,Carealytix Digital Health GmbH,0,0,1,1,0,0.0,2,1
2020,AngelDesk GmbH,1,0,0,1,0,1.0,1,1
2020,KELO Robotics GmbH,0,1,0,0,1,0.0,6,3
2020,SMR SocialMediaRekruter GmbH,0,0,0,0,0,0.0,2,1
2020,Dgree Education Technologies GmbH,1,0,0,1,0,0.0,2,1
2020,Breaklounge GmbH,0,0,1,0,0,0.0,3,1
2020,DECHEA GmbH,0,0,0,1,0,0.0,3,1
2020,SOIL Skincare GmbH,0,0,0,0,1,0.0,4,1
2020,Loopline Systems GmbH,1,0,0,0,1,1.0,1,1
2020,THNG GmbH,0,1,1,0,0,0.0,4,2
2020,EqualTo GmbH,1,1,1,1,0,1.0,22,12
2020,Perla Health GmbH,1,0,0,0,1,1.0,1,1
2020,digiblue GmbH,0,0,1,1,0,0.0,4,1
2020,Lohnmühle GmbH,0,0,0,1,0,1.0,1,1
2020,pockid GmbH,0,0,0,0,0,0.0,3,1
2020,Lunara Life GmbH,0,0,0,0,0,0.0,1,1
2020,Apricot Health GmbH,1,1,1,1,1,1.0,9,4
2020,LEAD - Digitalisierung GmbH,1,0,0,0,0,1.0,1,1
2020,Green Home Living GmbH,1,1,1,0,1,1.0,17,4
2020,Smart Flow Irritech Solutions GmbH,0,0,1,1,1,0.0,6,1
2020,hitcap esports GmbH,1,1,1,1,0,1.0,6,2
2020,Sunvigo GmbH,1,1,1,1,0,1.0,9,4
2020,ECO₂NOMY GmbH,1,0,0,0,0,0.0,2,1
2020,Vetain GmbH,0,0,0,0,1,0.0,2,1
2020,Cleanhub GmbH,1,1,1,1,1,1.0,11,3
2020,3D Ninjas GmbH,1,0,0,1,0,0.0,3,1
2020,Promateur UG (haftungsbeschränkt),0,0,0,0,0,0.0,4,1
2020,350PPM Biotech GmbH,0,0,1,1,0,0.0,3,1
2020,Superlist Software GmbH,1,1,1,1,1,1.0,25,3
2020,Modiblast Pharma GmbH,1,0,0,0,1,1.0,15,1
2020,Webmotion.cloud GmbH,0,1,0,0,0,0.0,5,2
2020,4.screen GmbH,0,0,1,1,1,0.0,6,1
2020,Intelligent LTS GmbH,0,0,0,0,0,0.0,1,1
2020,EntoSys GmbH,0,0,1,0,0,0.0,2,1
2020,Tacto Technology GmbH,1,1,1,1,1,1.0,7,3
2020,URGROW GmbH,1,1,1,0,0,0.0,4,2
2020,Collato GmbH,1,1,1,0,1,1.0,5,2
2020,Corat Therapeutics GmbH,0,0,1,0,0,0.0,13,1
2020,Guardian Technologies GmbH,0,0,0,1,0,0.0,4,1
2020,mk2 Biotechnologies GmbH,1,1,1,1,1,1.0,5,4
2020,Neotes GmbH,0,1,1,1,1,0.0,6,2
2020,Syncreality GmbH,0,1,1,1,1,0.0,7,2
2020,Wonder Technologies GmbH,0,1,0,1,1,0.0,10,3
2020,BLOXS GmbH,0,0,0,0,1,0.0,1,1
2020,fible GmbH,0,0,0,0,0,0.0,3,1
2020,Heyflow GmbH,1,1,1,1,0,1.0,8,4
2020,GP 9000 GmbH,1,0,0,1,1,1.0,1,1
2020,Liquiditeam GmbH,0,0,1,1,0,1.0,5,1
2020,Sastrify GmbH,1,1,1,1,0,1.0,17,7
2020,Gebrüder Schlürf GmbH,0,0,0,0,0,0.0,3,1
2020,Adrop GmbH,0,0,0,0,1,0.0,2,1
2020,BCTSL & Services GmbH,0,0,0,1,0,0.0,1,1
2020,DiGA Factory GmbH,0,0,1,0,1,0.0,6,1
2020,ImmunometriX UG (haftungsbeschränkt),0,0,0,1,1,0.0,1,1
2020,Pretoria Research Lab GmbH,0,0,0,0,1,0.0,1,1
2020,eleQtron GmbH,0,0,1,1,0,0.0,3,1
2020,Studicon GmbH,0,0,0,1,0,0.0,1,1
2020,Blaue Helden GmbH,0,0,1,1,0,0.0,3,1
2020,Payforce GmbH,1,1,0,0,1,0.0,8,5
2020,Alaiko GmbH,1,0,0,1,1,1.0,1,1
2020,Say Thank You GmbH,0,1,0,1,1,0.0,4,2
2020,pitch !t UG (haftungsbeschränkt),1,0,0,0,0,0.0,2,1
2020,path2.ai GmbH,0,0,0,0,0,0.0,1,1
2021,Bimyo GmbH,0,0,0,1,0,0.0,2,1
2021,Blue teleclinic UG (haftungsbeschränkt),0,0,1,1,0,0.0,2,1
2021,Founders1 GmbH,0,0,0,1,1,0.0,1,1
2021,Perfect-iD GmbH,1,0,0,1,0,0.0,3,1
2021,stafftastic GmbH,0,0,0,0,0,0.0,2,1
2021,IIoT Use Case GmbH,0,0,0,0,1,0.0,2,1
2021,BIOBALANCE GmbH,1,0,0,0,0,0.0,2,1
2021,Initium GmbH,1,0,0,0,0,0.0,1,1
2021,Zeedz GmbH,0,0,0,0,1,0.0,2,1
