id,created_at,register,register_map,region
78,2024-02-21 09:19:16.750648+00,Ludwigshafen a.Rhein (Ludwigshafen),606,ba_wue
57,2024-02-21 09:19:16.750648+00,Kaiserslautern,609,ba_wue
69,2024-02-21 09:19:16.750648+00,Landau,615,ba_wue
73,2024-02-21 09:19:16.750648+00,Leipzig,649,germany_east
21,2024-02-21 09:19:16.750648+00,Chemnitz,634,germany_east
53,2024-02-21 09:19:16.750648+00,Homburg,654,ba_wue
84,2024-02-21 09:19:16.750648+00,Merzig,656,ba_wue
90,2024-02-21 09:19:16.750648+00,Neunkirchen,657,ba_wue
99,2024-02-21 09:19:16.750648+00,Ottweiler,658,ba_wue
107,2024-02-21 09:19:16.750648+00,Saarbrücken,659,ba_wue
108,2024-02-21 09:19:16.750648+00,Saarlouis,660,ba_wue
114,2024-02-21 09:19:16.750648+00,St. Ingbert,661,ba_wue
117,2024-02-21 09:19:16.750648+00,St. Wendel (St Wendel),662,ba_wue
116,2024-02-21 09:19:16.750648+00,St. Wendel,662,ba_wue
120,2024-02-21 09:19:16.750648+00,Stendal,691,germany_east
34,2024-02-21 09:19:16.750648+00,Flensburg,695,germany_north
62,2024-02-21 09:19:16.750648+00,Kiel,706,germany_north
76,2024-02-21 09:19:16.750648+00,Lübeck,716,germany_north
56,2024-02-21 09:19:16.750648+00,Jena,739,ba_wue
174,2024-02-21 09:27:55.549012+00,Freiburg,8,ba_wue
126,2024-02-21 09:19:16.750648+00,Ulm,109,ba_wue
163,2024-02-21 09:27:55.549012+00,Deggendorf,117,bayern
197,2024-02-21 09:27:55.549012+00,Kempten (Allgäu),121,bayern
196,2024-02-21 09:27:55.549012+00,Kempten,121,bayern
207,2024-02-21 09:27:55.549012+00,Landshut,127,bayern
220,2024-02-21 09:27:55.549012+00,Memmingen,134,bayern
224,2024-02-21 09:27:55.549012+00,Muenchen,136,bayern
125,2024-02-21 09:19:16.750648+00,Traunstein,155,bayern
139,2024-02-21 09:27:55.549012+00,Amberg,157,bayern
140,2024-02-21 09:27:55.549012+00,Ansbach,162,bayern
178,2024-02-21 09:27:55.549012+00,Fuerth,167,bayern
242,2024-02-21 09:27:55.549012+00,Regensburg,177,bayern
142,2024-02-21 09:27:55.549012+00,Aschaffenburg,187,bayern
149,2024-02-21 09:27:55.549012+00,Bamberg,190,bayern
150,2024-02-21 09:27:55.549012+00,Bayreuth,194,bayern
159,2024-02-21 09:27:55.549012+00,Coburg,197,bayern
189,2024-02-21 09:27:55.549012+00,Hof,200,bayern
247,2024-02-21 09:27:55.549012+00,Schweinfurt,207,bayern
191,2024-02-21 09:27:55.549012+00,Ingolstadt,212,bayern
130,2024-02-21 09:19:16.750648+00,Weiden i. d. OPf.,185,bayern
129,2024-02-21 09:19:16.750648+00,Weiden,185,bayern
151,2024-02-21 09:27:55.549012+00,Berlin,217,berlin
137,2024-02-21 09:27:35.612272+00,Charlottenburg (Berlin),217,berlin
161,2024-02-21 09:27:55.549012+00,Cottbus,228,germany_east
173,2024-02-21 09:27:55.549012+00,Frankfurt/Oder,237,germany_east
240,2024-02-21 09:27:55.549012+00,Potsdam,252,germany_east
222,2024-02-21 09:27:55.549012+00,Moenchengladbach,462,nrw
134,2024-02-21 09:19:16.750648+00,Wuppertal,469,nrw
166,2024-02-21 09:27:55.549012+00,Duisburg,446,nrw
200,2024-02-21 09:27:55.549012+00,Kleve,454,nrw
