startup_id;startup_name;startup_website;
;"{""Vor- und Nachname \/ Firma"":{""0"":""Lata Venture UG (haftungsbeschr\u00e4nkt)"",""1"":""Apical Ventures UG (haftungsbeschr\u00e4nkt)"",""2"":""Apical Ventures UG (haftungsbeschr\u00e4nkt)"",""3"":""Christoph Baumeister Ventures UG (haftungsbeschr\u00e4nkt)"",""4"":""Lata Venture UG (haftungsbeschr\u00e4nkt)"",""5"":""Picus Capital GmbH"",""6"":""Picus X2 UG (haftungsbeschr\u00e4nkt)"",""7"":""SWK GmbH"",""8"":""Lata Venture UG (haftungsbeschr\u00e4nkt)"",""9"":""Picus Capital GmbH"",""10"":""M4Capital GmbH"",""11"":""Inventures Collective GmbH & Co. KG"",""12"":""ALERA Capital GmbH"",""13"":""MJM Investments GmbH"",""14"":""Anselm Bauer Invest GmbH"",""15"":""Benjamin G\u00fcnther Invest GmbH"",""16"":""AB 1204 Verwaltungs GmbH"",""17"":""CERES VENTURE GMBH"",""18"":""Valluga Capital GmbH"",""19"":""Linsch AB"",""20"":""Bolz Capital UG (haftungsbeschr\u00e4nkt)"",""21"":""MCS Ventures UG (haftungsbeschr\u00e4nkt)"",""22"":""J. Cornelius GmbH"",""23"":""M. Yilmaz GmbH"",""24"":""JOMAVO UG (haftungsbeschr\u00e4nkt)"",""25"":""Picus Capital GmbH"",""26"":""M4Capital GmbH"",""27"":""Inventures Collective GmbH & Co. KG"",""28"":""Inventures GmbH"",""29"":""ALERA Capital GmbH"",""30"":""MJM Investments GmbH"",""31"":""Anselm Bauer Invest GmbH"",""32"":""Benjamin G\u00fcnther Invest GmbH"",""33"":""AB 1204 Verwaltungs GmbH"",""34"":""CERES VENTURE GMBH"",""35"":""Valluga Capital GmbH"",""36"":""Vorwerk Ventures III GmbH\n& Co. KG"",""37"":""Picus Capital GmbH"",""38"":""Vorwerk Ventures III GmbH\n& Co. KG"",""39"":""heal.capital | GmbH & Co. KG"",""40"":""FCPI Idinvest Patrimoine 2019"",""41"":""FCPI Objectif Innovation 2019"",""42"":""FCPR Idinvest HEC Venture Fund"",""43"":""capital300 EuVECA GmbH & Co. KG"",""44"":""Operator Partners LLC"",""45"":""Solomon-Daniel Dines"",""46"":""Lando Ventures LLC"",""47"":""Sand Hill Advisors LLC"",""48"":""Operator Partners LLC"",""49"":""Solomon-Daniel Dines"",""50"":""Addition Two. LP."",""51"":""capital300 EuVECA GmbH & Co. KG"",""52"":""FCPI Idinvest Patrimoine 2019"",""53"":""FCPI Objectif Innovation 2019"",""54"":""FCPR Idinvest HEC Venture Fund"",""55"":""heal.capital | GmbH & Co. KG"",""56"":""Vorwerk Ventures III GmbH\n& Co. KG"",""57"":""Inventures GmbH"",""58"":""Inventures Breakout GmbH\n& Co. KG"",""59"":""Picus Capital GmbH"",""60"":""Apical Ventures UG (haftungsbeschr\u00e4nkt)"",""61"":""Summe:""},""Geburts-datum \/HR- Nummer"":{""0"":""AG M\u00fcnchen, HRB 213071"",""1"":""AG M\u00fcnchen, HRB 261179"",""2"":""AG M\u00fcnchen, HRB 261179"",""3"":""AG M\u00fcnchen, HRB 211730"",""4"":""AG M\u00fcnchen, HRB 213071"",""5"":""AG M\u00fcnchen, HRB 220147"",""6"":""AG M\u00fcnchen, HRB 254774"",""7"":""AG Memmingen, HRB 17951"",""8"":""AG M\u00fcnchen, HRB 213071"",""9"":""AG M\u00fcnchen, HRB 220147"",""10"":""AG Mainz, HRB 49909"",""11"":""AG M\u00fcnchen, HRA 112107"",""12"":""AG Aschaffenburg HRB 13467"",""13"":""AG M\u00fcnchen, HRB 230390"",""14"":""AG M\u00fcnchen, HRB 230392"",""15"":""AG M\u00fcnchen, HRB 230764"",""16"":""AG Traunstein, HRB 19868"",""17"":""AG M\u00fcnchen, HRB 244801"",""18"":""AG M\u00fcnchen, HRB 204025"",""19"":""Swedish Companies Registration Office, Nummer 559008-9081"",""20"":""AG Charlottenburg HRB 217842 B"",""21"":""AG M\u00fcnchen, HRB 234105"",""22"":""AG M\u00fcnchen, HRB 203860"",""23"":""AG M\u00fcnchen, HRB 203862"",""24"":""AG M\u00fcnchen, HRB 243669"",""25"":""AG M\u00fcnchen, HRB 220147"",""26"":""AG Mainz, HRB 49909"",""27"":""AG M\u00fcnchen, HRA 112107"",""28"":""AG M\u00fcnchen, HRB 208406"",""29"":""AG Aschaffenburg HRB 13467"",""30"":""AG M\u00fcnchen, HRB 230390"",""31"":""AG M\u00fcnchen, HRB 230392"",""32"":""AG M\u00fcnchen, HRB 230764"",""33"":""AG Traunstein, HRB 19868"",""34"":""AG M\u00fcnchen, HRB 244801"",""35"":""AG M\u00fcnchen, HRB 204025"",""36"":""AG Charlottenburg HRA\n56578 B"",""37"":""AG M\u00fcnchen, HRB 220147"",""38"":""AG Charlottenburg HRA\n56578 B"",""39"":""AG Charlottenburg HRA 56533 B"",""40"":""Franz\u00f6sische Finanzaufsicht unter Nummer (FDS) 64666 und Legalidentit\u00e4tsnummer (LEI) 969500YG6BGSDT2WM2 36, vertreten durch die Managementgesellschaft (\""g\u00e9rant\"") Idinvest Partners SA, registriert beim Franz\u00f6sischen Handelsregister unter 414 735 175"",""41"":""Franz\u00f6sische Finanzaufsicht unter Nummer (FDS) 64667 und Legalidentit\u00e4tsnummer (LEI) 969500BAADOKZEIIM581 , vertreten durch die Managementgesellschaft (\""g\u00e9rant\"") Idinvest Partners SA, registriert beim Franz\u00f6sischen Handelsregister unter 414 735 175"",""42"":""Franz\u00f6sische Finanzaufsicht unter Nummer (FDS) 65043 und Legalidentit\u00e4tsnummer (LEI) 9695006LCZOWPOIM9Q1 3, vertreten durch die Managementgesellschaft (\""g\u00e9rant\"") Idinvest Partners SA, registriert beim Franz\u00f6sischen Handelsregister unter 414 735 175"",""43"":""Firmenbuchnummer FN 471883 x"",""44"":""Secretary of State of Delaware, Nummer 021- 367799"",""45"":""01.01.1972"",""46"":""Secretary of State of Delaware, Nummer 5348822"",""47"":""Secretary of State of California, Nummer 801- 58002"",""48"":""Secretary of State of Delaware, Nummer 021- 367799"",""49"":""01.01.1972"",""50"":""Registernummer 108360"",""51"":""Firmenbuchnummer FN 471883 x"",""52"":""Franz\u00f6sische Finanzaufsicht unter Nummer (FDS) 64666 und Legalidentit\u00e4tsnummer (LEI) 969500YG6BGSDT2WM2 36, vertreten durch die Managementgesellschaft (\""g\u00e9rant\"") Idinvest Partners SA, registriert beim Franz\u00f6sischen Handelsregister unter 414 735 175"",""53"":""Franz\u00f6sische Finanzaufsicht unter Nummer (FDS) 64667 und Legalidentit\u00e4tsnummer (LEI) 969500BAADOKZEIIM581 , vertreten durch die Managementgesellschaft (\""g\u00e9rant\"") Idinvest Partners SA, registriert beim Franz\u00f6sischen Handelsregister unter 414 735 175"",""54"":""Franz\u00f6sische Finanzaufsicht unter Nummer (FDS) 65043 und Legalidentit\u00e4tsnummer (LEI) 9695006LCZOWPOIM9Q1 3, vertreten durch die Managementgesellschaft (\""g\u00e9rant\"") Idinvest Partners SA, registriert beim Franz\u00f6sischen Handelsregister unter 414 735 175"",""55"":""JAG Charlottenburg HRA 56533 B"",""56"":""AG Charlottenburg, HRA\n56578 B"",""57"":""AG M\u00fcnchen, HRB 208406"",""58"":""AG M\u00fcnchen, HRA\n113430"",""59"":""AG M\u00fcnchen, HRB 220147"",""60"":""AG M\u00fcnchen, HRB 261179"",""61"":""""},""Wohnort \/ Sitz"":{""0"":""Eching, LK Freising"",""1"":""M\u00fcnchen"",""2"":""M\u00fcnchen"",""3"":""M\u00fcnchen"",""4"":""Eching, LK Freising"",""5"":""M\u00fcnchen"",""6"":""M\u00fcnchen"",""7"":""Neu-Ulm"",""8"":""M\u00fcnchen"",""9"":""M\u00fcnchen"",""10"":""Engelstadt"",""11"":""M\u00fcnchen"",""12"":""Kleinostheim\n:selected:"",""13"":""M\u00fcnchen"",""14"":""Penzberg, LK Weilheim- Schongau"",""15"":""M\u00fcnchen"",""16"":""Brannenburg"",""17"":""M\u00fcnchen"",""18"":""M\u00fcnchen"",""19"":""Stockholm, Schweden"",""20"":""Berlin"",""21"":""M\u00fcnchen"",""22"":""M\u00fcnchen"",""23"":""M\u00fcnchen"",""24"":""M\u00fcnchen"",""25"":""M\u00fcnchen"",""26"":""Engelstadt"",""27"":""M\u00fcnchen"",""28"":""M\u00fcnchen"",""29"":""Kleinostheim"",""30"":""M\u00fcnchen"",""31"":""Penzberg, LK Weilheim- Schongau"",""32"":""M\u00fcnchen"",""33"":""Brannenburg"",""34"":""M\u00fcnchen"",""35"":""M\u00fcnchen"",""36"":""Berlin"",""37"":""M\u00fcnchen"",""38"":""Berlin"",""39"":""Berlin"",""40"":""Paris, Frankreich"",""41"":""Paris, Frankreich"",""42"":""Paris, Frankreich"",""43"":""Linz, \u00d6sterreich"",""44"":""Delaware, USA"",""45"":""Bukarest, Rum\u00e4nien"",""46"":""Delaware, USA"",""47"":""Kalifornien, USA"",""48"":""Delaware, USA"",""49"":""Rum\u00e4nien Bukarest,"",""50"":""New York, USA"",""51"":""Linz, \u00d6sterreich"",""52"":""Paris, Frankreich"",""53"":""Paris, Frankreich"",""54"":""Paris, Frankreich"",""55"":""Berlin"",""56"":""Berlin"",""57"":""M\u00fcnchen"",""58"":""M\u00fcnchen"",""59"":""M\u00fcnchen"",""60"":""M\u00fcnchen"",""61"":""""},""Lfd. Nr. von"":{""0"":""3"",""1"":""11.398"",""2"":""12.503"",""3"":""13.608"",""4"":""25.003"",""5"":""29.170"",""6"":""36.670"",""7"":""37.503"",""8"":""37.578"",""9"":""37.665"",""10"":""39.261"",""11"":""39.717"",""12"":""40.173"",""13"":""40.857"",""14"":""41.313"",""15"":""41.769"",""16"":""42.225"",""17"":""42.681"",""18"":""42.909"",""19"":""43.137"",""20"":""43.274"",""21"":""43.502"",""22"":""43.730"",""23"":""43.958"",""24"":""44.186"",""25"":""44.300"",""26"":""45.514"",""27"":""46.323"",""28"":""46.930"",""29"":""47.942"",""30"":""48.954"",""31"":""49.156"",""32"":""49.561"",""33"":""49.642"",""34"":""50.047"",""35"":""50.168"",""36"":""50.370"",""37"":""56.031"",""38"":""57.683"",""39"":""60.225"",""40"":""67.567"",""41"":""68.640"",""42"":""69.544"",""43"":""70.391"",""44"":""71.803"",""45"":""72.516"",""46"":""72.607"",""47"":""72.721"",""48"":""72.819"",""49"":""73.257"",""50"":""73.426"",""51"":""96.310"",""52"":""96.670"",""53"":""96.944"",""54"":""97.175"",""55"":""97.391"",""56"":""99.267"",""57"":""101.363"",""58"":""101.405"",""59"":""101.790"",""60"":""104.356"",""61"":""""},""Lfd. Nr. bis"":{""0"":""11.397"",""1"":""12.502"",""2"":""13.607"",""3"":""25.002"",""4"":""29.169"",""5"":""36.669"",""6"":""37.502"",""7"":""37.577"",""8"":""37.664"",""9"":""39.260"",""10"":""39.716"",""11"":""40.172"",""12"":""40.856"",""13"":""41.312"",""14"":""41.768"",""15"":""42.224"",""16"":""42.680"",""17"":""42.908"",""18"":""43.136"",""19"":""43.273"",""20"":""43.501"",""21"":""43.729"",""22"":""43.957"",""23"":""44.185"",""24"":""44.299"",""25"":""45.513"",""26"":""46.322"",""27"":""46.929"",""28"":""47.941"",""29"":""48.953"",""30"":""49.155"",""31"":""49.560"",""32"":""49.641"",""33"":""50.046"",""34"":""50.167"",""35"":""50.369"",""36"":""56.030"",""37"":""57.682"",""38"":""60.224"",""39"":""67.566"",""40"":""68.639"",""41"":""69.543"",""42"":""70.390"",""43"":""71.802"",""44"":""72.515"",""45"":""72.606"",""46"":""72.720"",""47"":""72.818"",""48"":""73.256"",""49"":""73.425"",""50"":""96.309"",""51"":""96.669"",""52"":""96.943"",""53"":""97.174"",""54"":""97.390"",""55"":""99.266"",""56"":""101.362"",""57"":""101.404"",""58"":""101.789"",""59"":""104,355"",""60"":""108.607"",""61"":""""},""Nennbetrag des Gesch\u00e4fts- anteils in EUR"":{""0"":""1"",""1"":""1"",""2"":""1"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""1"",""11"":""1"",""12"":""1"",""13"":""1"",""14"":""1"",""15"":""1"",""16"":""1"",""17"":""1"",""18"":""1"",""19"":""1"",""20"":""1"",""21"":""1"",""22"":""1"",""23"":""1"",""24"":""1"",""25"":""1"",""26"":""1"",""27"":""1"",""28"":""1"",""29"":""1"",""30"":""1"",""31"":""1"",""32"":""1"",""33"":""1"",""34"":""1"",""35"":""1"",""36"":""1"",""37"":""1"",""38"":""1"",""39"":""1"",""40"":""1"",""41"":""1"",""42"":""1"",""43"":""1"",""44"":""1"",""45"":""1"",""46"":""1"",""47"":""1"",""48"":""1"",""49"":""1"",""50"":""1"",""51"":""1"",""52"":""1"",""53"":""1"",""54"":""1"",""55"":""1"",""56"":""1"",""57"":""1"",""58"":""1"",""59"":""1"",""60"":""1"",""61"":""""},""Beteiligung am Stamm- kapital pro Gesch\u00e4fts- anteil in Prozent"":{""0"":""0,0009208"",""1"":""0,0009208"",""2"":""0,0009208"",""3"":""0,0009208"",""4"":""0,0009208"",""5"":""0,0009208"",""6"":""0,0009208"",""7"":""0,0009208"",""8"":""0,0009208"",""9"":""0,0009208"",""10"":""0,0009208"",""11"":""0,0009208"",""12"":""0,0009208"",""13"":""0,0009208"",""14"":""0,0009208"",""15"":""0,0009208"",""16"":""0,0009208"",""17"":""0,0009208"",""18"":""0,0009208"",""19"":""0,0009208"",""20"":""0,0009208"",""21"":""0,0009208"",""22"":""0,0009208"",""23"":""0,0009208"",""24"":""0,0009208"",""25"":""0,0009208"",""26"":""0,0009208"",""27"":""0,0009208\n:unselected:"",""28"":""0,0009208"",""29"":""0,0009208"",""30"":""0,0009208"",""31"":""0,0009208"",""32"":""0,0009208"",""33"":""0,0009208"",""34"":""0,0009208"",""35"":""0,0009208"",""36"":""0,0009208"",""37"":""0,0009208"",""38"":""0,0009208"",""39"":""0,0009208"",""40"":""0,0009208"",""41"":""0,0009208"",""42"":""0,0009208"",""43"":""0,0009208"",""44"":""0,0009208"",""45"":""0,0009208"",""46"":""0,0009208"",""47"":""0,0009208"",""48"":""0,0009208"",""49"":""0,0009208"",""50"":""0,0009208"",""51"":""0,0009208"",""52"":""0,0009208"",""53"":""0,0009208"",""54"":""0,0009208"",""55"":""0,0009208"",""56"":""0,0009208"",""57"":""0,0009208"",""58"":""0,0009208"",""59"":""0,0009208"",""60"":""0,0009208"",""61"":""""},""Summe der Nennbetr\u00e4ge in EUR"":{""0"":""11.395"",""1"":""1.105"",""2"":""1.105"",""3"":""11.395"",""4"":""4.167"",""5"":""7.500"",""6"":""833"",""7"":""75"",""8"":""87"",""9"":""1.596"",""10"":""456"",""11"":""456"",""12"":""684"",""13"":""456"",""14"":""456"",""15"":""456"",""16"":""456"",""17"":""228"",""18"":""228"",""19"":""137\n:selected:"",""20"":""228\n:selected:"",""21"":""228\n:selected:"",""22"":""228\n:selected: :selected:"",""23"":""228\n:selected:"",""24"":""114\n:unselected: :selected:"",""25"":""1.214\n:selected:"",""26"":""809\n:unselected:"",""27"":""607\n:unselected:"",""28"":""1.012\n:selected:\n:unselected:"",""29"":""1.012\n:selected: :unselected:"",""30"":""202\n:selected:"",""31"":""405"",""32"":""81\n:selected:"",""33"":""405\n:selected: :unselected:"",""34"":""121\n:selected:"",""35"":""202\n:selected: :selected:"",""36"":""5.661"",""37"":""1.652"",""38"":""2.542"",""39"":""7.342"",""40"":""1.073"",""41"":""904"",""42"":""847"",""43"":""1.412"",""44"":""713"",""45"":""91"",""46"":""114"",""47"":""98"",""48"":""438"",""49"":""169"",""50"":""22.884"",""51"":""360"",""52"":""274"",""53"":""231"",""54"":""216"",""55"":""1.876"",""56"":""2.096"",""57"":""42"",""58"":""385"",""59"":""2.566"",""60"":""4.252"",""61"":""108.605""},""Daraus resultierende Beteiligung am Stammkapital in Prozent"":{""0"":""10,49215045"",""1"":""1,017448552"",""2"":""1,017448552"",""3"":""10,49215045"",""4"":""3,836839924"",""5"":""6,905759403"",""6"":""0,766999678"",""7"":""0,069057594"",""8"":""0,080106809"",""9"":""1,469545601"",""10"":""0,419870172"",""11"":""0,419870172"",""12"":""0,629805258"",""13"":""0,419870172"",""14"":""0,419870172"",""15"":""0,419870172"",""16"":""0,419870172"",""17"":""0,209935086"",""18"":""0,209935086"",""19"":""0,126145205"",""20"":""0,209935086\n:unselected:"",""21"":""0,209935086"",""22"":""0,209935086\n:unselected:"",""23"":""0,209935086\n:unselected:"",""24"":""0,104967543"",""25"":""1,117812255"",""26"":""0,744901248"",""27"":""0,558906128\n:unselected:"",""28"":""0,931817135\n:unselected:"",""29"":""0,931817135\n:unselected:"",""30"":""0,18599512\n:unselected:"",""31"":""0,372911008\n:unselected:"",""32"":""0,074582202\n:unselected:"",""33"":""0,372911008\n:unselected:"",""34"":""0,111412918\n:unselected:"",""35"":""0,18599512\n:unselected:"",""36"":""5,212467198"",""37"":""1,521108605"",""38"":""2,340592054"",""39"":""6,760278072"",""40"":""0,987983979"",""41"":""0,8323742"",""42"":""0,779890429"",""43"":""1,300124304"",""44"":""0,656507527"",""45"":""0,083789881"",""46"":""0,104967543"",""47"":""0,090235256"",""48"":""0,403296349"",""49"":""0,155609779"",""50"":""21,07085309"",""51"":""0,331476451"",""52"":""0,25229041"",""53"":""0,21269739"",""54"":""0,198885871"",""55"":""1,727360619"",""56"":""1,929929561"",""57"":""0,038672253"",""58"":""0,354495649"",""59"":""2,362690484"",""60"":""3,915105198"",""61"":""100""},""Gesamtumfang der Beteiligung dieses Gesellschafters am Stammkapital in Prozent"":{""0"":""14,40909719"",""1"":""5,950002302"",""2"":""5,950002302"",""3"":""10,49215045"",""4"":""14,40909719"",""5"":""13,37691635"",""6"":""0,766999678"",""7"":""0,069057594"",""8"":""14,40909719"",""9"":""13,37691635"",""10"":""1,164771419"",""11"":""0,978776299"",""12"":""1,561622393"",""13"":""0,605865292\n:unselected:"",""14"":""0,79278118"",""15"":""0,494452373\n:unselected:"",""16"":""0,79278118"",""17"":""0,321348004"",""18"":""0,395930206"",""19"":""0,126145205\n:unselected:"",""20"":""0,209935086\n:unselected:"",""21"":""0,209935086\n:unselected:"",""22"":""0,209935086\n:unselected:"",""23"":""0,209935086\n:unselected:"",""24"":""0,104967543\n:unselected:"",""25"":""13,37691635"",""26"":""1,164771419"",""27"":""0,978776299\n:unselected:"",""28"":""0,970489388\n:unselected:"",""29"":""1,561622393"",""30"":""0,605865292\n:unselected:"",""31"":""0,79278118"",""32"":""0,494452373\n:unselected:"",""33"":""0,79278118"",""34"":""0,321348004\n:unselected:"",""35"":""0,395930206\n:unselected:"",""36"":""9,482988813"",""37"":""13,37691635"",""38"":""9,482988813"",""39"":""8,487638691"",""40"":""1,240274389"",""41"":""1,04507159"",""42"":""0,978776299"",""43"":""1,631600755"",""44"":""1,059803876"",""45"":""0,239399659"",""46"":""0,104967543"",""47"":""0,090235256"",""48"":""1,059803876"",""49"":""0,239399659"",""50"":""21,07085309"",""51"":""1,631600755"",""52"":""1,240274389"",""53"":""1,04507159"",""54"":""0,978776299"",""55"":""8,487638691"",""56"":""9,482988813"",""57"":""0,970489388"",""58"":""0,354495649"",""59"":""13,37691635"",""60"":""5,950002302"",""61"":""""},""Gesamtumfang der Beteiligung dieses Gesellschafters am Stammkapital in Euro\/Nennbetrag"":{""0"":""15.649"",""1"":""6.462"",""2"":""6.462"",""3"":""11.395"",""4"":""15.649"",""5"":""14.528"",""6"":""833"",""7"":""75"",""8"":""15.649"",""9"":""14.528"",""10"":""1.265"",""11"":""1.063"",""12"":""1.696"",""13"":""658"",""14"":""861"",""15"":""537"",""16"":""861"",""17"":""349"",""18"":""430"",""19"":""137"",""20"":""228"",""21"":""228"",""22"":""228"",""23"":""228"",""24"":""114"",""25"":""14.528"",""26"":""1.265"",""27"":""1.063"",""28"":""1.054"",""29"":""1.696"",""30"":""658"",""31"":""861"",""32"":""537"",""33"":""861"",""34"":""349"",""35"":""430"",""36"":""10.299"",""37"":""14.528"",""38"":""10.299"",""39"":""9.218"",""40"":""1.347"",""41"":""1.135"",""42"":""1.063"",""43"":""1.772"",""44"":""1.151"",""45"":""260"",""46"":""114"",""47"":""98"",""48"":""1.151"",""49"":""260"",""50"":""22.884"",""51"":""1.772"",""52"":""1.347"",""53"":""1.135"",""54"":""1.063"",""55"":""9.218"",""56"":""10.299"",""57"":""1.054"",""58"":""385"",""59"":""14.528"",""60"":""6.462"",""61"":""""},""Ver\u00e4nderungen"":{""0"":"""",""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""43"":"""",""44"":"""",""45"":"""",""46"":"""",""47"":"""",""48"":"""",""49"":"""",""50"":""Kapitalerh\u00f6hung"",""51"":""Kapitalerh\u00f6hung"",""52"":""Kapitalerh\u00f6hung"",""53"":""Kapitalerh\u00f6hung"",""54"":""Kapitalerh\u00f6hung"",""55"":""Kapitalerh\u00f6hung"",""56"":""Kapitalerh\u00f6hung"",""57"":""Kapitalerh\u00f6hung"",""58"":""Kapitalerh\u00f6hung"",""59"":""Kapitalerh\u00f6hung"",""60"":""Kapitalerh\u00f6hung"",""61"":""""}}";;
2673;x-cardiac GmbH;https://www.xcardiac.com/;
14013;mHealth Pioneers GmbH;https://thryve.health/;
5291;Gordon Health Academy GmbH;https://gordon-health.com/;
15140;Vitomy UG (haftungsbeschränkt);https://vitomy.de/;
5284;ALMA PHIL GmbH;https://almaphil.de/;
5205;Corat Therapeutics GmbH;https://corat-therapeutics.com/;
9552;Atlas medical Technologies GmbH;https://www.amedo.com/;
12166;Doctorly GmbH;https://www.doctorly.de/;
9095;Likeminded GmbH;https://www.likeminded.care/de;
8939;Nimbus Health GmbH;https://nimbus.health/;
5212;Curavas GmbH;https://curavas.com;
5697;Vorsorge One GmbH;https://www.wirksame-patientenverfuegung.de;
10207;phellow seven GmbH;https://phellowseven.com/;
13287;Redwave Medical GmbH;https://redwave-medical.com/;
13454;Qolware GmbH;https://lola-health.com/;
4132;Curexsys GmbH;http://www.curexsys.com;
11682;XO Life GmbH;https://www.medikura.com/;
9310;Dr. SAM Germany GmbH;https://www.drsam.de/;
1622;Floy GmbH;https://floy.ai/;
6623;LENZBOX GmbH;https://www.lenzbox.de/;
1831;Balance 7 Health GmbH;;
12578;Sdui GmbH;https://www.sdui.de/;
13397;Genevention GmbH;https://www.genevention.com/;
4407;Cirlo GmbH;https://www.cirlo.de/;
13318;DyNAbind GmbH;http://dynabind.com/;
12843;Rehappy GmbH;https://www.rehappy.de/;
5967;Abcalis GmbH;https://abcalis.com/;
3413;Eracron GmbH;https://eracron.tech/;
1557;umaversum reproductive health GmbH;https://www.uma-app.com/;
9663;Freiburger Medizintechnik GmbH;https://www.frmed.de;
3756;TCC The Care Company GmbH;https://thecarecompany.org;
3792;TINY Technologies GmbH;https://tiny-technologies.com/;
9588;VISSEIRO GmbH;https://www.visseiro.com/;
10803;Synbionik GmbH;https://www.synbionik.com/;
12840;HY STUDIO GmbH;https://hystudio.de;
3800;Healthtech Ventures GmbH;https://prio-one.de/;
12100;goodlifescience GmbH;https://www.goodlifescience.co;
14236;di: health UG (haftungsbeschränkt);http://di-health.de/;
4110;Ecaria GmbH;https://ecaria.de/;
3255;Überland GmbH;;
11031;Target Mobility GmbH;https://www.movacar.de/;
8327;auteon GmbH;https://www.auteon.com/;
5339;CONNECT Mobility GmbH;https://www.uryde.de/;
6345;Meshmerize GmbH;https://www.meshmerize.net;
12115;mobileeee GmbH;https://www.mobileeee.de/;
8143;Airfarm GmbH;https://airfarm.io;
12761;repareo GmbH;https://www.repareo.de/;
3571;eTree mobility GmbH;http://etree-mobility.de/;
6102;TL Digital Solutions GmbH;https://www.tradelink.co/;
16604;RideBee UG (haftungsbeschränkt);http://www.ridebee.de;
6455;Commuter Services GmbH;https://gemeinsam-ans-ziel.eu/;
9535;uze! Mobility GmbH;https://uze-mobility.com/;
2938;Pionix GmbH;https://pionix.de/;
13507;iBOSS GmbH;https://www.iboss.space;
8823;STACK Hydrogen Solutions GmbH;https://e-go-rex.com/;
13285;jetlite GmbH;https://www.jetlite.de/;
9447;Leadrive Technology Germany GmbH;http://www.leadrive.com/;
13049;Motor Ai GmbH;http://www.motor-ai.com/;
2534;AnyMove GmbH;;
12812;Bliq GmbH;https://bliq.ai/;
4313;4.screen GmbH;https://www.4screen.tech/;
9421;DroidDrive GmbH;https://ducktrain.io/;
3091;Freemotion Systems GmbH;http://freemotion-systems.de/;
11045;NautilusLog GmbH;http://www.nautiluslog.com/;
11711;Rehmus GmbH;http://www.rehmusgroup.com/;
11729;Convercycle Bikes GmbH;https://www.convercycle.com/;
9298;Kinetos Group Holding GmbH;http://kinetos.de/;
5405;New Path Solutions GmbH;https://www.carmino.de/;
6449;Nexobility GmbH;https://www.betterpark.de/;
5358;Newbility GmbH;https://nwblty.com/;
7121;&Charge GmbH;http://www.and-charge.com;
13093;TWINNER GmbH;https://twinner.com/;
8704;e.SAT GmbH;https://www.e-sat.de;
2262;Electrified Classics GmbH;https://www.electrified-classics.de/;
10222;JAMADE GERMANY GmbH;http://amazea.com/;
13041;STREET PRO GmbH;https://www.streetpro.de/;
13267;sigo GmbH;https://www.sigo.green;
5354;Airive GmbH;https://www.airive.de/;
13967;CT-Limousinen Service GmbH;https://www.ct-limousinenservice.de;
2691;flowdrive GmbH;https://faaren.com/;
7822;Block2Job GmbH;https://block2job.com/;
3751;Loopline Systems GmbH;https://www.loopline-systems.com/;
10429;EDUBAO GmbH;https://www.edu-bao.com/;
9290;Blue Excellence GmbH;https://bluquist.com/;
11829;billyard GmbH;https://billyard.de/;
11028;MONDAY.ROCKS GmbH;https://www.monday.rocks/;
6468;Careloop GmbH;https://careloop.io/;
16078;GlassDollar UG (haftungsbeschränkt);https://glassdollar.com/;
12289;Recrudo GmbH;https://www.recrudo.com;
6886;HiPeople GmbH;http://hipeople.io/;
8147;Echometer GmbH;https://echometer.de/;
11989;CREWlife Holding GmbH;https://www.crewlife.aero;
13725;EXPERTRY GmbH;https://expertry.de/;
8680;JOBOO! GmbH;https://www.joboo.de/;
5997;SMR SocialMediaRekruter GmbH;https://www.socialmediarekruter.de/;
14038;TalentBait GmbH;https://www.talentbait.de/;
5947;CooperHire GmbH;https://cooperhire.io/;
8160;flair.hr GmbH;https://flair.hr;
11801;Growify GmbH;https://www.growify.de;
13741;Masterplan com GmbH;https://masterplan.com;
64;ONTHEGO GmbH;http://onthego-crm.com/;
6357;Dgree Education Technologies GmbH;https://www.dgree.io/;
14887;OpenVendor UG (haftungsbeschränkt);https://www.openvendor.de/;
11834;SoundReply GmbH;https://www.how.fm/;
797;homeDX GmbH;https://www.homedx.com/;
13210;LawPilots GmbH;https://www.lawpilots.com;
2865;PXR Tech GmbH;https://pxr-legal.com/;
10941;Legal OS GmbH;https://www.legalos.io/;
5477;Chargeback24 GmbH;https://www.chargeback24.de/;
6433;insoadvice GmbH;https://insoadvice.de;
11916;Jurando GmbH;https://www.jurando.de/;
2033;DPO STAR GmbH;https://dpostar.com/;
12061;PROLIANCE GmbH;https://www.datenschutzexperte.de/;
3078;FJU GmbH;https://drinkfju.de/;
13011;bao solutions GmbH;https://bao-solutions.de/;
